Date,Time,Offset,Min Bat (V),Dew Pt (°F),Latest Rain (In),Daily Rain (In),Pressure (inHg),RH (%),Temp (°F),Daily Max Temp (F),Max Temp Time,Daily Min Temp (F),Min Temp Time,Wind Dir (°),Wind Gust (mph),Wind Gst Dir (°),Wind Spd (mph)
5/30/2018,400,-07:00,12.8,47.5,0,0,29.84,92,49.8,51,1,49.4,238,NNW | 344,8.7,NNW | 333,3.8
5/30/2018,300,-07:00,12.82,47.4,0,0,29.83,92,49.6,51,1,49.4,238,N | 4,6.5,NNE | 16,3.5
5/30/2018,200,-07:00,12.84,47.6,0,0,29.83,91,50.2,51,1,49.8,158,N | 359,8,N | 11,4.7
5/30/2018,100,-07:00,12.85,48,0,0,29.83,90,50.8,51,1,50.5,59,N | 7,8.6,NW | 325,4.1
5/30/2018,0,-07:00,12.74,48,0,0,29.84,90,50.8,65.7,1405,50.4,2308,NNE | 13,9.8,NNE | 26,5.4
5/29/2018,2300,-07:00,12.74,48.3,0,0,29.84,90,51.2,65.7,1405,50.4,2258,N | 355,13.9,NNW | 333,6.5
5/29/2018,2200,-07:00,12.74,48.6,0,0,29.84,90,51.4,65.7,1405,51.1,550,N | 354,8.9,N | 353,4.8
5/29/2018,2100,-07:00,12.74,48,0,0,29.83,87,51.8,65.7,1405,51.1,550,N | 350,11.3,N | 0,6.1
5/29/2018,2000,-07:00,12.74,48.3,0,0,29.82,77,55.3,65.7,1405,51.1,550,NNW | 336,18,NNW | 348,8.6
5/29/2018,1900,-07:00,12.74,49.4,0,0,29.82,71,58.6,65.7,1405,51.1,550,NW | 326,17.9,NNW | 328,10.9
5/29/2018,1800,-07:00,12.74,50.9,0,0,29.84,71,60.5,65.7,1405,51.1,550,NW | 315,15.2,NNW | 347,10.6
5/29/2018,1700,-07:00,12.74,51.7,0,0,29.84,72,60.8,65.7,1405,51.1,550,NW | 319,17.1,NNW | 337,11.8
5/29/2018,1600,-07:00,12.74,53.2,0,0,29.85,70,63,65.7,1405,51.1,550,NW | 315,15.1,NW | 318,9.2
5/29/2018,1500,-07:00,12.74,54,0,0,29.86,70,63.8,65.7,1405,51.1,550,WNW | 291,12.7,NW | 307,8.4
5/29/2018,1400,-07:00,12.74,54.5,0,0,29.87,71,64,65.3,1342,51.1,550,WSW | 256,12.4,WSW | 246,8.1
5/29/2018,1300,-07:00,12.74,54.2,0,0,29.87,72,63.2,64.5,1233,51.1,550,WSW | 251,11.7,WSW | 254,8.2
5/29/2018,1200,-07:00,12.74,54.2,0,0,29.88,73,62.9,63.6,1110,51.1,550,WSW | 246,10.6,WSW | 240,7.1
5/29/2018,1100,-07:00,12.74,54.3,0,0,29.88,76,61.9,63.3,1050,51.1,550,WSW | 248,9.2,WSW | 240,4.6
5/29/2018,1000,-07:00,12.74,54.9,0,0,29.89,82,60.3,61,919,51.1,550,WSW | 253,8.5,SW | 235,5.2
5/29/2018,900,-07:00,12.74,54.6,0,0,29.88,89,57.9,60.6,859,51.1,550,W | 260,5.2,W | 266,2.1
5/29/2018,800,-07:00,12.74,54.3,0,0,29.86,94,56,57.2,747,51.1,550,SSW | 204,2.7,SSW | 203,1.4
5/29/2018,700,-07:00,12.74,52.3,0,0,29.86,98,52.9,56,700,51.1,550,ESE | 110,3.4,ESE | 118,1
5/29/2018,600,-07:00,12.76,51.2,0,0,29.85,98,51.8,52.6,50,51.1,550,NNE | 31,3.5,E | 101,1.8
5/29/2018,500,-07:00,12.78,51.6,0,0,29.85,98,52.2,52.6,50,51.1,157,E | 93,1.9,NNW | 348,0.5
5/29/2018,400,-07:00,12.79,51.4,0,0,29.85,97,52.1,52.6,50,51.1,157,ESE | 109,2.4,ESE | 107,0.3
5/29/2018,300,-07:00,12.81,51.2,0,0,29.86,98,51.9,52.6,50,51.1,157,NE | 45,4.8,E | 90,0.8
5/29/2018,200,-07:00,12.84,51.3,0,0,29.87,97,52.1,52.6,50,51.1,157,ENE | 65,5.8,E | 88,1.1
5/29/2018,100,-07:00,12.85,51.3,0,0,29.88,96,52.2,52.6,50,51.9,33,ENE | 61,2.3,E | 87,0.7
5/29/2018,0,-07:00,12.75,51.2,0,0,29.9,96,52.5,73.2,1704,50.1,616,S | 181,3.4,SSW | 196,1
5/28/2018,2300,-07:00,12.75,50.9,0,0,29.91,94,52.6,73.2,1704,50.1,616,SSW | 201,5.6,NNW | 336,2.2
5/28/2018,2200,-07:00,12.75,51.1,0,0,29.9,91,53.6,73.2,1704,50.1,616,NNW | 343,6.4,N | 350,3.3
5/28/2018,2100,-07:00,12.75,51.8,0,0,29.9,84,56.6,73.2,1704,50.1,616,NNW | 337,3.3,N | 354,0.7
5/28/2018,2000,-07:00,12.75,53.3,0,0,29.9,74,61.5,73.2,1704,50.1,616,NW | 325,7.9,NNW | 337,3.3
5/28/2018,1900,-07:00,12.75,55.7,0,0,29.91,70,65.7,73.2,1704,50.1,616,WNW | 284,8.6,SW | 224,4.4
5/28/2018,1800,-07:00,12.75,56.2,0,0,29.92,62,70,73.2,1704,50.1,616,WSW | 251,9.3,SW | 230,5.5
5/28/2018,1700,-07:00,12.75,56.4,0,0,29.93,61,70.6,72.6,1659,50.1,616,SW | 234,8.8,WSW | 244,5.8
5/28/2018,1600,-07:00,12.75,54.8,0,0,29.94,58,70.1,71.5,1535,50.1,616,SW | 236,9.4,SW | 236,6.3
5/28/2018,1500,-07:00,12.75,55.6,0,0,29.95,62,69,70.2,1421,50.1,616,WSW | 243,9,WSW | 247,5.8
5/28/2018,1400,-07:00,12.75,55.9,0,0,29.97,65,68.3,69.7,1329,50.1,616,WSW | 247,9.8,WSW | 249,6.5
5/28/2018,1300,-07:00,12.75,56.2,0,0,29.97,66,68.2,69.4,1223,50.1,616,WSW | 246,9.8,SW | 226,5.9
5/28/2018,1200,-07:00,12.75,55.7,0,0,29.98,68,66.4,67.4,1140,50.1,616,WSW | 249,8.4,WSW | 254,5.4
5/28/2018,1100,-07:00,12.75,55.7,0,0,29.99,73,64.4,66.1,1059,50.1,616,WSW | 250,7.8,WSW | 254,4.7
5/28/2018,1000,-07:00,12.75,55.5,0,0,29.99,77,62.7,63.4,1000,50.1,616,WSW | 252,6.3,WSW | 257,3.6
5/28/2018,900,-07:00,12.75,54.4,0,0,29.97,83,59.6,62.5,900,50.1,616,WSW | 240,3.4,WSW | 241,1.2
5/28/2018,800,-07:00,12.75,54,0,0,29.97,90,56.8,59.7,751,50.1,616,NNW | 340,2.7,N | 7,0.9
5/28/2018,700,-07:00,12.75,51,0,0,29.97,97,51.8,54.5,659,50.1,616,ENE | 68,4.6,E | 89,2.2
5/28/2018,600,-07:00,12.77,50.4,0,0,29.96,98,51.1,52.1,23,50.3,333,N | 1,3.9,ENE | 74,0.7
5/28/2018,500,-07:00,12.79,50.4,0,0,29.94,98,51,52.1,23,50.3,333,NE | 56,3.8,E | 82,0.8
5/28/2018,400,-07:00,12.81,50.4,0,0,29.95,98,51,52.1,23,50.3,333,ENE | 68,3.7,ESE | 106,1.8
5/28/2018,300,-07:00,12.83,50.7,0,0,29.97,98,51.4,52.1,23,50.9,153,NE | 46,1.8,NE | 54,0.3
5/28/2018,200,-07:00,12.84,50.6,0,0,29.97,97,51.4,52.1,23,50.9,153,S | 172,3.2,SSE | 148,1.2
5/28/2018,100,-07:00,12.86,50.8,0,0,29.97,96,51.8,52.1,23,51.4,33,ENE | 69,2,SSE | 160,0.5
5/28/2018,0,-07:00,12.68,50.5,0,0,29.98,96,51.7,67.7,1700,47.3,347,SSE | 155,2.2,SE | 135,0.6
5/27/2018,2300,-07:00,12.68,50.7,0,0,29.98,94,52.3,67.7,1700,47.3,347,S | 181,3.1,S | 187,0.9
5/27/2018,2200,-07:00,12.68,51.4,0,0,29.97,92,53.5,67.7,1700,47.3,347,N | 350,3.3,N | 353,1
5/27/2018,2100,-07:00,12.68,51.5,0,0,29.96,87,55.4,67.7,1700,47.3,347,NE | 41,2.9,N | 354,1.1
5/27/2018,2000,-07:00,12.68,52.6,0,0,29.96,79,59.2,67.7,1700,47.3,347,NNW | 331,7.3,NNW | 343,3.8
5/27/2018,1900,-07:00,12.68,54.1,0,0,29.96,72,63.2,67.7,1700,47.3,347,NW | 312,7.8,NW | 316,3.8
5/27/2018,1800,-07:00,12.68,54.3,0,0,29.96,71,63.8,67.7,1700,47.3,347,NW | 314,9.1,NW | 317,5.9
5/27/2018,1700,-07:00,12.68,55.4,0,0,29.97,69,66,67.7,1700,47.3,347,WNW | 288,8.6,NW | 308,5.3
5/27/2018,1600,-07:00,12.68,55.6,0,0,29.98,69,66.1,67.3,1523,47.3,347,W | 278,11.7,W | 260,5.6
5/27/2018,1500,-07:00,12.68,55.1,0,0,29.99,71,64.6,66.6,1438,47.3,347,W | 266,11.8,WSW | 239,6.7
5/27/2018,1400,-07:00,12.68,54.3,0,0,30,74,62.5,63.9,1337,47.3,347,W | 270,11.5,W | 279,7.7
5/27/2018,1300,-07:00,12.68,53.4,0,0,30.01,77,60.5,61.8,1252,47.3,347,WSW | 254,10.4,WSW | 253,6.5
5/27/2018,1200,-07:00,12.68,53,0,0,30.02,78,59.8,61.4,1158,47.3,347,WSW | 250,9.5,WSW | 245,5.7
5/27/2018,1100,-07:00,12.68,53.2,0,0,30.02,79,59.7,60.8,1009,47.3,347,W | 260,10,W | 261,5.8
5/27/2018,1000,-07:00,12.68,53.8,0,0,30.02,91,56.5,59.3,954,47.3,347,WSW | 243,6.9,W | 266,3
5/27/2018,900,-07:00,12.68,51,0,0,30.03,98,51.4,53.2,859,47.3,347,S | 187,6.7,SSW | 199,2.4
5/27/2018,800,-07:00,12.68,49.3,0,0,30.03,99,49.5,51.6,15,47.3,347,S | 173,6.6,SSE | 154,2.9
5/27/2018,700,-07:00,12.68,47.7,0,0,30.02,99,48,51.6,15,47.3,347,E | 100,4.1,ESE | 113,2
5/27/2018,600,-07:00,12.68,47.7,0,0,30.01,98,48.2,51.6,15,47.3,347,ESE | 116,5,SSE | 155,2.4
5/27/2018,500,-07:00,12.71,47.5,0,0,30.01,97,48.2,51.6,15,47.3,347,SE | 145,6.1,SSE | 162,3.4
5/27/2018,400,-07:00,12.75,46.7,0,0,30.02,96,47.9,51.6,15,47.3,347,E | 93,5.8,E | 87,3.4
5/27/2018,300,-07:00,12.78,47.8,0,0,30.02,94,49.4,51.6,15,48.8,251,NE | 47,8.1,NE | 56,2.9
5/27/2018,200,-07:00,12.81,48.9,0,0,30.03,92,51,51.6,15,50.4,158,NNE | 22,6.9,NNE | 21,3.8
5/27/2018,100,-07:00,12.84,49.1,0,0,30.04,92,51.4,51.6,15,51.3,55,N | 359,4.6,WNW | 303,2.6
5/27/2018,0,-07:00,12.66,49.2,0,0.02,30.06,91,51.7,58.5,1525,50.7,653,N | 356,4.9,NW | 319,2.1
5/26/2018,2300,-07:00,12.66,49.1,0,0.02,30.07,91,51.7,58.5,1525,50.7,653,N | 349,8.1,N | 352,4
5/26/2018,2200,-07:00,12.66,49.2,0,0.02,30.08,91,51.7,58.5,1525,50.7,653,NNW | 346,8.7,NNW | 344,3.9
5/26/2018,2100,-07:00,12.66,49.4,0,0.02,30.08,91,51.8,58.5,1525,50.7,653,NNW | 333,11.6,NW | 322,5.9
5/26/2018,2000,-07:00,12.66,49.6,0,0.02,30.08,90,52.5,58.5,1525,50.7,653,NNW | 333,16.2,NNW | 330,9
5/26/2018,1900,-07:00,12.66,49.8,0,0.02,30.07,88,53.3,58.5,1525,50.7,653,NNW | 328,14.5,NNW | 340,8.9
5/26/2018,1800,-07:00,12.66,49,0,0.02,30.08,81,54.6,58.5,1525,50.7,653,NW | 318,14.4,W | 281,9.5
5/26/2018,1700,-07:00,12.66,49.6,0,0.02,30.08,75,57.4,58.5,1525,50.7,653,W | 280,12.6,WNW | 295,6.9
5/26/2018,1600,-07:00,12.66,49.9,0,0.02,30.09,76,57.5,58.5,1525,50.7,653,W | 262,10,WSW | 250,5.8
5/26/2018,1500,-07:00,12.66,49.3,0,0.02,30.1,78,56.2,57.9,1457,50.7,653,NW | 304,13.1,WNW | 298,7.2
5/26/2018,1400,-07:00,12.66,49.3,0,0.02,30.11,82,54.9,56.3,1356,50.7,653,NW | 310,14,WNW | 298,10.2
5/26/2018,1300,-07:00,12.66,49.4,0,0.02,30.11,85,53.9,55,1228,50.7,653,NW | 310,13.9,NW | 310,8
5/26/2018,1200,-07:00,12.66,48.8,0,0.02,30.11,85,53.1,53.8,1141,50.7,653,WNW | 300,13.2,W | 267,8.3
5/26/2018,1100,-07:00,12.66,48.5,0,0.02,30.11,85,52.8,53.3,1048,50.7,653,NW | 308,16.5,NNW | 330,10
5/26/2018,1000,-07:00,12.66,48.7,0,0.02,30.12,88,52.1,52.6,929,50.7,653,NW | 320,21.2,NW | 308,12.1
5/26/2018,900,-07:00,12.66,49.1,0,0.02,30.11,92,51.4,52.3,3,50.7,653,NW | 315,23,NW | 317,12.2
5/26/2018,800,-07:00,12.66,49.2,0,0.02,30.11,94,50.9,52.3,3,50.7,653,NW | 315,21.7,NNW | 327,11.2
5/26/2018,700,-07:00,12.66,49.6,0,0.02,30.1,96,50.8,52.3,3,50.7,653,NW | 316,17.5,WNW | 300,10.5
5/26/2018,600,-07:00,12.68,50.4,0,0.02,30.1,98,51,52.3,3,50.8,556,NW | 315,17.8,NW | 319,9.8
5/26/2018,500,-07:00,12.71,50.6,0,0.02,30.1,99,51,52.3,3,50.9,417,NW | 317,15.3,NW | 308,8
5/26/2018,400,-07:00,12.74,50.7,0,0.02,30.1,98,51.1,52.3,3,50.9,358,NW | 313,12,NW | 324,6.1
5/26/2018,300,-07:00,12.78,50.8,0,0.02,30.1,99,51.1,52.3,3,51,247,NW | 314,14.3,NW | 312,6.8
5/26/2018,200,-07:00,12.8,51,0.02,0.02,30.11,99,51.3,52.3,3,51,143,NW | 322,15.6,NW | 312,8.7
5/26/2018,100,-07:00,12.82,51.5,0,0,30.12,98,52,52.3,3,51.7,58,NW | 319,13.2,NNW | 343,6.8
5/26/2018,0,-07:00,12.66,51.5,0,0.07,30.12,97,52.4,57.9,1317,50.2,553,NW | 320,8,W | 269,2.5
5/25/2018,2300,-07:00,12.66,51.8,0,0.07,30.12,96,53.1,57.9,1317,50.2,553,NW | 323,2,NW | 319,0.8
5/25/2018,2200,-07:00,12.66,51.9,0,0.07,30.13,95,53.3,57.9,1317,50.2,553,S | 189,4,S | 182,0.7
5/25/2018,2100,-07:00,12.66,52,0,0.07,30.12,94,53.8,57.9,1317,50.2,553,SSW | 192,5.2,S | 184,2.5
5/25/2018,2000,-07:00,12.66,52.1,0,0.07,30.11,91,54.6,57.9,1317,50.2,553,S | 178,8,S | 180,4.4
5/25/2018,1900,-07:00,12.66,52.3,0,0.07,30.12,89,55.4,57.9,1317,50.2,553,S | 174,8.9,S | 178,4.6
5/25/2018,1800,-07:00,12.66,52.6,0,0.07,30.12,89,55.8,57.9,1317,50.2,553,S | 173,10.7,S | 174,5.9
5/25/2018,1700,-07:00,12.66,52.6,0,0.07,30.13,89,55.8,57.9,1317,50.2,553,S | 176,13.1,S | 179,7.6
5/25/2018,1600,-07:00,12.66,52.8,0,0.07,30.14,91,55.4,57.9,1317,50.2,553,S | 178,13.6,S | 181,7.5
5/25/2018,1500,-07:00,12.66,52.2,0,0.07,30.15,84,56.8,57.9,1317,50.2,553,S | 176,14.3,S | 170,8.6
5/25/2018,1400,-07:00,12.66,53,0,0.07,30.15,87,57,57.9,1317,50.2,553,S | 172,13.3,SSE | 167,8.2
5/25/2018,1300,-07:00,12.66,53.2,0,0.07,30.14,90,56,56.8,1212,50.2,553,S | 174,13.4,SSE | 153,8
5/25/2018,1200,-07:00,12.66,53.1,0,0.07,30.14,93,55.1,56,1154,50.2,553,S | 176,12.5,S | 178,6.5
5/25/2018,1100,-07:00,12.66,52.7,0.01,0.07,30.13,96,53.9,54.5,1031,50.2,553,SSW | 192,9.5,SSW | 201,4.1
5/25/2018,1000,-07:00,12.66,52.5,0,0.06,30.12,95,53.8,54.3,852,50.2,553,S | 188,10.2,S | 171,4.3
5/25/2018,900,-07:00,12.66,52.5,0,0.06,30.11,97,53.4,54.3,852,50.2,553,S | 173,9.6,S | 177,5.1
5/25/2018,800,-07:00,12.66,51.3,0,0.06,30.1,98,51.8,52.5,733,50.2,553,SSE | 155,8.5,SSE | 153,3.2
5/25/2018,700,-07:00,12.66,50,0,0.06,30.08,98,50.4,51.3,47,50.2,553,SE | 142,7.3,SE | 129,3.9
5/25/2018,600,-07:00,12.67,49.7,0.04,0.06,30.07,98,50.3,51.3,47,50.2,553,S | 179,7.4,SSE | 160,3.5
5/25/2018,500,-07:00,12.69,49.6,0.01,0.02,30.07,97,50.5,51.3,47,50.4,458,SSE | 158,6.9,SE | 144,4.2
5/25/2018,400,-07:00,12.74,49.8,0,0.01,30.07,96,50.9,51.3,47,50.6,358,SSE | 164,6.4,SSE | 161,3.2
5/25/2018,300,-07:00,12.77,49.7,0.01,0.01,30.07,95,50.9,51.3,47,50.6,129,SSE | 165,6.2,SSE | 148,3.7
5/25/2018,200,-07:00,12.8,49.4,0,0,30.07,94,50.9,51.3,47,50.6,129,SSE | 156,4.3,SSE | 151,1.7
5/25/2018,100,-07:00,12.83,49.3,0,0,30.08,94,51,51.3,47,50.7,14,SSE | 163,5.5,SSE | 150,2.5
5/25/2018,0,-07:00,12.64,49.2,0,0,30.08,94,50.9,60.9,1633,49.6,542,ESE | 103,4,SSE | 151,2.1
5/24/2018,2300,-07:00,12.64,49.4,0,0,30.08,93,51.5,60.9,1633,49.6,542,SSE | 156,3,SSE | 161,1
5/24/2018,2200,-07:00,12.64,49.2,0,0,30.09,91,51.8,60.9,1633,49.6,542,S | 180,2.3,SW | 233,0.5
5/24/2018,2100,-07:00,12.64,48.3,0,0,30.09,86,52.4,60.9,1633,49.6,542,SW | 224,5,SW | 216,3
5/24/2018,2000,-07:00,12.64,48,0,0,30.08,80,54,60.9,1633,49.6,542,WSW | 247,6.5,W | 273,3.6
5/24/2018,1900,-07:00,12.64,47.8,0,0,30.08,76,55.2,60.9,1633,49.6,542,SSW | 194,8.9,SW | 220,3.8
5/24/2018,1800,-07:00,12.64,48.6,0,0,30.07,76,56.2,60.9,1633,49.6,542,SW | 228,10.5,WSW | 240,5.8
5/24/2018,1700,-07:00,12.64,48.8,0,0,30.08,71,58.2,60.9,1633,49.6,542,SW | 232,10.9,W | 262,5.7
5/24/2018,1600,-07:00,12.64,48.5,0,0,30.09,76,56,59.3,1310,49.6,542,WSW | 251,9.7,SW | 216,5.5
5/24/2018,1500,-07:00,12.64,48.4,0,0,30.1,77,55.4,59.3,1310,49.6,542,WSW | 256,10.8,W | 260,6.9
5/24/2018,1400,-07:00,12.64,49,0,0,30.09,73,57.5,59.3,1310,49.6,542,SW | 216,10.2,WSW | 258,5.2
5/24/2018,1300,-07:00,12.64,49.4,0,0,30.09,81,55.2,57.8,1259,49.6,542,S | 178,8.5,SSW | 213,4.2
5/24/2018,1200,-07:00,12.64,50.1,0,0,30.1,87,53.9,54.9,943,49.6,542,SW | 226,11,SW | 231,5.9
5/24/2018,1100,-07:00,12.64,50,0,0,30.08,88,53.4,54.9,943,49.6,542,WSW | 249,8.8,SW | 230,4.7
5/24/2018,1000,-07:00,12.64,49.8,0,0,30.07,86,53.9,54.9,943,49.6,542,SSW | 207,7.1,SSW | 213,3
5/24/2018,900,-07:00,12.64,49.6,0,0,30.06,92,51.8,53.3,856,49.6,542,S | 178,4.4,S | 182,1.7
5/24/2018,800,-07:00,12.64,49.2,0,0,30.06,95,50.6,51,6,49.6,542,SSE | 150,2.5,SE | 145,1.1
5/24/2018,700,-07:00,12.64,48.9,0,0,30.04,96,50.1,51,6,49.6,542,E | 98,3.5,E | 96,1.3
5/24/2018,600,-07:00,12.64,48.6,0,0,30.03,96,49.7,51,6,49.6,542,E | 93,5,E | 88,3
5/24/2018,500,-07:00,12.67,48.2,0,0,30.02,93,50,51,6,49.7,453,E | 82,5.8,E | 81,3.8
5/24/2018,400,-07:00,12.69,47.5,0,0,30.03,89,50.6,51,6,50.4,230,NNE | 28,4.6,NNE | 12,2.4
5/24/2018,300,-07:00,12.72,47.2,0,0,30.02,88,50.5,51,6,50.4,230,N | 358,5.6,N | 354,3.7
5/24/2018,200,-07:00,12.75,47.3,0,0,30.02,88,50.8,51,6,50.7,142,N | 3,6.1,N | 351,3
5/24/2018,100,-07:00,12.78,47.8,0,0,30.02,89,50.8,51,6,50.7,30,N | 8,7.7,NNW | 344,2.7
5/24/2018,0,-07:00,12.66,48.3,0,0.05,30.04,90,51.1,55.6,1453,50,411,NNW | 340,2.4,N | 0,0.6
5/23/2018,2300,-07:00,12.66,48.3,0,0.05,30.04,90,51.2,55.6,1453,50,411,E | 81,3.6,E | 86,2.3
5/23/2018,2200,-07:00,12.66,48.3,0,0.05,30.03,89,51.4,55.6,1453,50,411,NNE | 21,5.1,NW | 308,1.8
5/23/2018,2100,-07:00,12.66,49.2,0,0.05,30.02,92,51.6,55.6,1453,50,411,NW | 315,8.8,NW | 308,5.4
5/23/2018,2000,-07:00,12.66,49.7,0,0.05,30.01,88,53.1,55.6,1453,50,411,NW | 306,10,WNW | 302,6.3
5/23/2018,1900,-07:00,12.66,50.5,0,0.05,30,87,54.4,55.6,1453,50,411,WNW | 287,8.2,W | 274,4.4
5/23/2018,1800,-07:00,12.66,50.6,0,0.05,30,86,54.7,55.6,1453,50,411,W | 267,8.4,WSW | 256,5.8
5/23/2018,1700,-07:00,12.66,51.3,0,0.05,30,88,54.6,55.6,1453,50,411,W | 267,8.8,WSW | 257,6
5/23/2018,1600,-07:00,12.66,51.4,0,0.05,30,88,54.7,55.6,1453,50,411,W | 267,9.2,W | 281,6.1
5/23/2018,1500,-07:00,12.66,51.8,0,0.05,30,88,55.2,55.6,1453,50,411,W | 270,10.2,WSW | 254,5.6
5/23/2018,1400,-07:00,12.66,52.3,0,0.05,30,92,54.5,55.1,1103,50,411,W | 274,10.3,WNW | 283,4.9
5/23/2018,1300,-07:00,12.66,52,0,0.05,30,93,54.1,55.1,1103,50,411,WSW | 256,9.1,WSW | 257,5.2
5/23/2018,1200,-07:00,12.66,52.9,0,0.05,30.01,94,54.4,55.1,1103,50,411,WSW | 240,10.5,SW | 231,5.3
5/23/2018,1100,-07:00,12.66,53,0,0.05,30,98,53.7,54.9,1100,50,411,WSW | 252,8.6,W | 271,5.4
5/23/2018,1000,-07:00,12.66,52.9,0,0.05,29.99,99,53.2,54.4,959,50,411,W | 272,8.2,WNW | 282,4
5/23/2018,900,-07:00,12.66,52.4,0,0.05,29.97,100,52.4,53.7,838,50,411,W | 265,7,WNW | 285,4.4
5/23/2018,800,-07:00,12.66,51.3,0,0.05,29.96,100,51.3,51.7,757,50,411,WSW | 254,8,W | 275,3.1
5/23/2018,700,-07:00,12.66,50.8,0.01,0.05,29.95,100,50.8,51.2,37,50,411,SSE | 164,6.7,SW | 231,1.8
5/23/2018,600,-07:00,12.66,50.4,0.01,0.04,29.93,100,50.4,51.2,37,50,411,SSW | 197,3,S | 191,0.9
5/23/2018,500,-07:00,12.69,50.3,0,0.03,29.93,100,50.3,51.2,37,50,411,WNW | 299,5.2,WNW | 298,1.2
5/23/2018,400,-07:00,12.73,50.4,0.01,0.03,29.93,100,50.4,51.2,37,50.3,320,WNW | 303,6.3,WNW | 282,2
5/23/2018,300,-07:00,12.76,50.7,0.01,0.02,29.93,100,50.7,51.2,37,50.5,226,WNW | 303,6.2,NW | 320,2.8
5/23/2018,200,-07:00,12.8,51,0,0.01,29.93,100,50.9,51.2,37,50.8,147,WNW | 296,4.7,NW | 316,1.8
5/23/2018,100,-07:00,12.82,51.2,0.01,0.01,29.94,100,51.2,51.2,37,51.1,29,W | 280,5.8,W | 267,2.2
5/23/2018,0,-07:00,12.69,51.1,0,0.05,29.94,100,51.1,55.3,1315,50,517,WNW | 292,5,W | 279,2
5/22/2018,2300,-07:00,12.69,51.2,0.01,0.05,29.95,100,51.2,55.3,1315,50,517,WNW | 289,7.2,WNW | 289,3.8
5/22/2018,2200,-07:00,12.69,51.2,0,0.04,29.95,100,51.2,55.3,1315,50,517,WNW | 292,4.9,NW | 318,2.1
5/22/2018,2100,-07:00,12.69,51.1,0.01,0.04,29.94,100,51.2,55.3,1315,50,517,WNW | 301,6.6,NW | 308,3.4
5/22/2018,2000,-07:00,12.69,51.1,0,0.03,29.93,99,51.3,55.3,1315,50,517,NW | 313,11.6,NW | 322,6.5
5/22/2018,1900,-07:00,12.69,51.4,0,0.03,29.93,98,51.9,55.3,1315,50,517,WNW | 300,11,NW | 310,7
5/22/2018,1800,-07:00,12.69,52,0,0.03,29.94,98,52.6,55.3,1315,50,517,WNW | 288,11.1,W | 278,6.7
5/22/2018,1700,-07:00,12.69,52.3,0,0.03,29.93,97,53.1,55.3,1315,50,517,W | 280,13.6,WNW | 293,8.2
5/22/2018,1600,-07:00,12.69,52.6,0,0.03,29.94,97,53.5,55.3,1315,50,517,WNW | 287,12.2,NW | 316,8.1
5/22/2018,1500,-07:00,12.69,52.8,0,0.03,29.95,96,54,55.3,1315,50,517,W | 278,9.9,W | 276,6.2
5/22/2018,1400,-07:00,12.69,53.2,0,0.03,29.95,95,54.5,55.3,1315,50,517,W | 276,9.1,W | 270,6.1
5/22/2018,1300,-07:00,12.69,53,0,0.03,29.96,96,54,54.6,1253,50,517,W | 272,9.1,W | 270,6
5/22/2018,1200,-07:00,12.69,52.7,0,0.03,29.96,97,53.6,54.3,1155,50,517,W | 272,8.9,W | 272,5.2
5/22/2018,1100,-07:00,12.69,52.4,0,0.03,29.96,98,53,53.7,1000,50,517,W | 274,8.7,WNW | 300,5
5/22/2018,1000,-07:00,12.69,51.7,0,0.03,29.96,99,52,53.7,959,50,517,WNW | 287,6.9,W | 265,3.9
5/22/2018,900,-07:00,12.69,50.8,0,0.03,29.96,100,50.9,51.6,852,50,517,NW | 309,8.5,NNW | 329,4
5/22/2018,800,-07:00,12.69,50.4,0.01,0.03,29.94,100,50.4,50.8,757,50,517,NW | 315,9.2,NNW | 330,4.6
5/22/2018,700,-07:00,12.69,50.2,0,0.02,29.92,100,50.2,50.4,23,50,517,NW | 315,8.4,NW | 326,3.2
5/22/2018,600,-07:00,12.7,50,0,0.02,29.91,100,50,50.4,23,50,517,WNW | 299,8.2,WNW | 295,3.7
5/22/2018,500,-07:00,12.74,50.1,0.01,0.02,29.91,100,50.2,50.4,23,50.1,459,NW | 304,10.3,WNW | 287,4.3
5/22/2018,400,-07:00,12.77,50.1,0,0.01,29.9,99,50.2,50.4,23,50.1,250,NW | 320,6.9,NW | 312,4.1
5/22/2018,300,-07:00,12.8,50,0.01,0.01,29.9,99,50.2,50.4,23,50.1,250,NW | 309,9.4,NW | 311,5.1
5/22/2018,200,-07:00,12.81,49.9,0,0,29.91,99,50.3,50.4,23,50.2,147,WNW | 301,7.3,WNW | 284,2.8
5/22/2018,100,-07:00,12.84,49.9,0,0,29.92,98,50.3,50.4,23,50.2,29,NW | 304,4.6,WNW | 296,2.7
5/22/2018,0,-07:00,12.65,49.8,0,0,29.93,98,50.3,58.2,1214,49.1,614,NW | 317,5.7,NW | 319,3.4
5/21/2018,2300,-07:00,12.65,49.6,0,0,29.93,97,50.3,58.2,1214,49.1,614,NNW | 330,7.6,NW | 324,4.4
5/21/2018,2200,-07:00,12.65,49.5,0,0,29.93,96,50.4,58.2,1214,49.1,614,NNW | 332,8.7,NW | 318,4.5
5/21/2018,2100,-07:00,12.65,49.4,0,0,29.92,95,50.6,58.2,1214,49.1,614,NNW | 338,10.1,N | 352,5.8
5/21/2018,2000,-07:00,12.65,49.2,0,0,29.92,94,51,58.2,1214,49.1,614,NNW | 334,13.7,NNW | 342,7.5
