Project,Study Area,Transect,Point,Protocol,Visit,Date,Start Time,End Time,Observ Time,Time Bin ID,Time Bin,Count,Spp,Common Name,Scientific Name,Detection Cue,Distance Bin ID,Distance Bin,Breeding Status,Singing,Point Note,Observation Note,Researcher,Data Status
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/16/2015,6:04:00,6:09:00,6:04:00,5,0 to 5 minutes,1,SWTH,Swainson's Thrush,Catharus ustulatus,S,087,87,,0,,,"Henneman, Carlene",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/16/2015,6:04:00,6:09:00,6:04:00,5,0 to 5 minutes,1,SWTH,Swainson's Thrush,Catharus ustulatus,S,045,45,,0,,,"Henneman, Carlene",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/16/2015,6:04:00,6:09:00,6:04:00,5,0 to 5 minutes,1,SWTH,Swainson's Thrush,Catharus ustulatus,C,028,28,,0,,,"Henneman, Carlene",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/16/2015,6:04:00,6:09:00,6:04:00,5,0 to 5 minutes,1,SWTH,Swainson's Thrush,Catharus ustulatus,S,130,130,,0,,,"Henneman, Carlene",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/16/2015,6:04:00,6:09:00,6:04:00,5,0 to 5 minutes,1,MODO,Mourning Dove,Zenaida macroura,S,123,123,,0,,,"Henneman, Carlene",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/16/2015,6:04:00,6:09:00,6:04:00,5,0 to 5 minutes,1,CAQU,California Quail,Callipepla californica,C,087,87,,0,,,"Henneman, Carlene",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/16/2015,6:04:00,6:09:00,6:04:00,5,0 to 5 minutes,1,CAQU,California Quail,Callipepla californica,C,115,115,,0,,,"Henneman, Carlene",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/16/2015,6:04:00,6:09:00,6:04:00,5,0 to 5 minutes,1,EUCD,Eurasian Collared-Dove,Streptopelia decaocto,S,055,55,,0,,,"Henneman, Carlene",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/16/2015,6:04:00,6:09:00,6:04:00,5,0 to 5 minutes,1,EUCD,Eurasian Collared-Dove,Streptopelia decaocto,S,040,40,,0,,,"Henneman, Carlene",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/16/2015,6:04:00,6:09:00,6:04:00,5,0 to 5 minutes,1,EUCD,Eurasian Collared-Dove,Streptopelia decaocto,S,145,145,,0,,,"Henneman, Carlene",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/16/2015,6:04:00,6:09:00,6:04:00,5,0 to 5 minutes,1,CALT,California Towhee,Melozone crissalis,C,028,28,,0,,,"Henneman, Carlene",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/16/2015,6:04:00,6:09:00,6:04:00,5,0 to 5 minutes,1,CALT,California Towhee,Melozone crissalis,S,040,40,,0,,,"Henneman, Carlene",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/16/2015,6:04:00,6:09:00,6:04:00,5,0 to 5 minutes,1,PAWR,Pacific Wren,Troglodytes pacificus,S,017,17,,0,,,"Henneman, Carlene",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/16/2015,6:04:00,6:09:00,6:04:00,5,0 to 5 minutes,1,EUST,European Starling,Sturnus vulgaris,V,068,68,,0,,,"Henneman, Carlene",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/16/2015,6:04:00,6:09:00,6:04:00,5,0 to 5 minutes,1,NOFL,Northern Flicker,Colaptes auratus,C,178,178,,0,,,"Henneman, Carlene",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/16/2015,6:04:00,6:09:00,6:04:00,5,0 to 5 minutes,1,XXWO,Unid. Woodpecker,Picidae sp.,C,200,200,,0,,,"Henneman, Carlene",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/16/2015,6:04:00,6:09:00,6:04:00,5,0 to 5 minutes,1,WREN,Wrentit,Chamaea fasciata,S,075,75,,0,,,"Henneman, Carlene",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/16/2015,6:04:00,6:09:00,6:04:00,5,0 to 5 minutes,3,XXBL,Unid. Blackbird/Bluebird,Passeriformes sp.,V,FLO,FlyOver,,0,,,"Henneman, Carlene",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,1,5/16/2016,8:34:00,8:39:00,8:34:00,5,0 to 5 minutes,1,WIWA,Wilson's Warbler,Cardellina pusilla,S,035,35,,0,,,"Marsh, Kyle",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,1,5/16/2016,8:34:00,8:39:00,8:34:00,5,0 to 5 minutes,1,WIWA,Wilson's Warbler,Cardellina pusilla,S,045,45,,0,,,"Marsh, Kyle",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,1,5/16/2016,8:34:00,8:39:00,8:34:00,5,0 to 5 minutes,1,WREN,Wrentit,Chamaea fasciata,S,240,240,,0,,,"Marsh, Kyle",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,1,5/16/2016,8:34:00,8:39:00,8:34:00,5,0 to 5 minutes,1,CBCH,Chestnut-backed Chickadee,Poecile rufescens,C,047,47,,0,,,"Marsh, Kyle",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,1,5/16/2016,8:34:00,8:39:00,8:34:00,5,0 to 5 minutes,1,CBCH,Chestnut-backed Chickadee,Poecile rufescens,C,087,87,,0,,,"Marsh, Kyle",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,1,5/16/2016,8:34:00,8:39:00,8:34:00,5,0 to 5 minutes,1,CBCH,Chestnut-backed Chickadee,Poecile rufescens,C,072,72,,0,,,"Marsh, Kyle",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,1,5/16/2016,8:34:00,8:39:00,8:34:00,5,0 to 5 minutes,1,CBCH,Chestnut-backed Chickadee,Poecile rufescens,C,083,83,,0,,,"Marsh, Kyle",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,1,5/16/2016,8:34:00,8:39:00,8:34:00,5,0 to 5 minutes,1,OCWA,Orange-crowned Warbler,Leiothlypis celata,S,122,122,,0,,,"Marsh, Kyle",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,1,5/16/2016,8:34:00,8:39:00,8:34:00,5,0 to 5 minutes,1,OCWA,Orange-crowned Warbler,Leiothlypis celata,S,062,62,,0,,,"Marsh, Kyle",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,1,5/16/2016,8:34:00,8:39:00,8:34:00,5,0 to 5 minutes,1,OCWA,Orange-crowned Warbler,Leiothlypis celata,S,070,70,,0,,,"Marsh, Kyle",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,1,5/16/2016,8:34:00,8:39:00,8:34:00,5,0 to 5 minutes,1,PUFI,Purple Finch,Haemorhous purpureus,S,158,158,,0,,,"Marsh, Kyle",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,1,5/16/2016,8:34:00,8:39:00,8:34:00,5,0 to 5 minutes,1,PUFI,Purple Finch,Haemorhous purpureus,S,095,95,,0,,,"Marsh, Kyle",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,1,5/16/2016,8:34:00,8:39:00,8:34:00,5,0 to 5 minutes,1,PUFI,Purple Finch,Haemorhous purpureus,S,105,105,,0,,,"Marsh, Kyle",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,1,5/16/2016,8:34:00,8:39:00,8:34:00,5,0 to 5 minutes,1,CAQU,California Quail,Callipepla californica,S,225,225,,0,,,"Marsh, Kyle",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,1,5/16/2016,8:34:00,8:39:00,8:34:00,5,0 to 5 minutes,1,CAQU,California Quail,Callipepla californica,C,300,300,,0,,,"Marsh, Kyle",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,1,5/16/2016,8:34:00,8:39:00,8:34:00,5,0 to 5 minutes,1,CALT,California Towhee,Melozone crissalis,S,084,84,,0,,,"Marsh, Kyle",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,1,5/16/2016,8:34:00,8:39:00,8:34:00,5,0 to 5 minutes,1,SOSP,Song Sparrow,Melospiza melodia,S,133,133,,0,,,"Marsh, Kyle",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,1,5/16/2016,8:34:00,8:39:00,8:34:00,5,0 to 5 minutes,1,SWTH,Swainson's Thrush,Catharus ustulatus,C,062,62,,0,,,"Marsh, Kyle",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,1,5/16/2016,8:34:00,8:39:00,8:34:00,5,0 to 5 minutes,1,MODO,Mourning Dove,Zenaida macroura,S,300,300,,0,,,"Marsh, Kyle",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,AMRO,American Robin,Turdus migratorius,S,149,149,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,BEWR,Bewick's Wren,Thryomanes bewickii,S,181,181,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,CAQU,California Quail,Callipepla californica,C,094,94,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,CAQU,California Quail,Callipepla californica,S,097,97,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,2,CAQU,California Quail,Callipepla californica,C,041,41,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,SPTO,Spotted Towhee,Pipilo maculatus,S,177,177,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,WIWA,Wilson's Warbler,Cardellina pusilla,S,034,34,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,WIWA,Wilson's Warbler,Cardellina pusilla,S,071,71,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,WIWA,Wilson's Warbler,Cardellina pusilla,C,029,29,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,OSFL,Olive-sided Flycatcher,Contopus cooperi,S,B30,>300,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,CALT,California Towhee,Melozone crissalis,C,028,28,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,PUFI,Purple Finch,Haemorhous purpureus,S,147,147,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,OCWA,Orange-crowned Warbler,Leiothlypis celata,S,176,176,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,OCWA,Orange-crowned Warbler,Leiothlypis celata,S,127,127,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,CBCH,Chestnut-backed Chickadee,Poecile rufescens,C,102,102,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,CBCH,Chestnut-backed Chickadee,Poecile rufescens,C,031,31,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,PSFL,Western Flycatcher (Pacific-slope),Empidonax difficilis cineritius/difficilis/insulicola,C,037,37,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,BLPH,Black Phoebe,Sayornis nigricans,C,186,186,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,SOSP,Song Sparrow,Melospiza melodia,S,103,103,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,NOFL,Northern Flicker,Colaptes auratus,C,234,234,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,EUCD,Eurasian Collared-Dove,Streptopelia decaocto,S,150,150,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,2,BUSH,Bushtit,Psaltriparus minimus,C,019,19,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,BUSH,Bushtit,Psaltriparus minimus,C,011,11,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,COYE,Common Yellowthroat,Geothlypis trichas,S,055,55,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,COYE,Common Yellowthroat,Geothlypis trichas,S,076,76,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,SWTH,Swainson's Thrush,Catharus ustulatus,S,136,136,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,SWTH,Swainson's Thrush,Catharus ustulatus,S,163,163,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,SWTH,Swainson's Thrush,Catharus ustulatus,S,052,52,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,SWTH,Swainson's Thrush,Catharus ustulatus,C,044,44,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,2,6/13/2016,6:02:00,6:07:00,6:02:00,5,0 to 5 minutes,1,SWTH,Swainson's Thrush,Catharus ustulatus,C,019,19,,0,,,"Preston, Mel",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,1,5/19/2010,6:18:00,6:23:00,6:18:00,5,0 to 5 minutes,1,SOSP,Song Sparrow,Melospiza melodia,C,005,5,,0,,,"Holmes, Aaron",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,1,5/19/2010,6:18:00,6:23:00,6:18:00,5,0 to 5 minutes,1,SWTH,Swainson's Thrush,Catharus ustulatus,V,006,6,,0,,,"Holmes, Aaron",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,1,5/19/2010,6:18:00,6:23:00,6:18:00,5,0 to 5 minutes,1,WESJ,Western Scrub-Jay,Aphelocoma californica,C,012,12,,0,,,"Holmes, Aaron",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,1,5/19/2010,6:18:00,6:23:00,6:18:00,5,0 to 5 minutes,1,ALHU,Allen's Hummingbird,Selasphorus sasin,H,015,15,,0,,,"Holmes, Aaron",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,1,5/19/2010,6:18:00,6:23:00,6:18:00,5,0 to 5 minutes,1,SOSP,Song Sparrow,Melospiza melodia,S,035,35,,0,,,"Holmes, Aaron",CLEAN
TOMKAT,SMA-11-01,HOCR,HOCR-001,VCP300,1,5/19/2010,6:18:00,6:23:00,6:18:00,5,0 to 5 minutes,1,SPTO,Spotted Towhee,Pipilo maculatus,S,062,62,,0,,,"Holmes, Aaron",CLEAN
