field,date.time,area,activity,herd,n,weight,season,date,time,hour
6B,2018-01-09T09:29:17Z,6b,Move In,D,20,18416,growing,2018-01-09,09:29,09
6B,2018-01-11T08:03:40Z,6b,Move Out,D,20,18456,growing,2018-01-11,08:03,08
7,2018-01-11T08:03:40Z,Subdivision 1,Move In,D,20,18456,growing,2018-01-11,08:03,08
7,2018-01-12T08:05:31Z,Subdivision 1,Move Out,D,20,18476,growing,2018-01-12,08:05,08
7,2018-01-12T08:05:31Z,Subdivision 3,Move In,D,20,18476,growing,2018-01-12,08:05,08
7,2018-01-14T11:08:04Z,Subdivision 2,Move In,D,20,18516,growing,2018-01-14,11:08,11
7,2018-01-14T11:08:04Z,Subdivision 3,Move Out,D,20,18516,growing,2018-01-14,11:08,11
7,2018-01-15T11:08:32Z,Subdivision 2,Move Out,D,20,18536,growing,2018-01-15,11:08,11
7,2018-01-15T11:08:32Z,Subdivision 4,Move In,D,20,18536,growing,2018-01-15,11:08,11
55,2018-01-16T11:12:56Z,Subdivision 2,Move In,D,20,18556,growing,2018-01-16,11:12,11
7,2018-01-16T11:12:56Z,Subdivision 4,Move Out,D,20,18556,growing,2018-01-16,11:12,11
52,2018-01-17T16:15:13Z,Subdivision 3,Move In,D,20,18596,growing,2018-01-17,16:15,16
55,2018-01-17T16:15:13Z,Subdivision 2,Move Out,D,20,18596,growing,2018-01-17,16:15,16
53,2018-01-18T07:15:50Z,Subdivision 5,Move In,D,20,18596,growing,2018-01-18,07:15,07
52,2018-01-19T07:15:50Z,Subdivision 3,Move Out,D,20,18616,growing,2018-01-18,07:15,07
52,2018-01-19T07:18:28Z,Subdivision 5,Move In,D,20,18616,growing,2018-01-19,07:18,07
53,2018-01-19T07:18:28Z,Subdivision 5,Move Out,D,20,18616,growing,2018-01-19,07:18,07
50,2018-01-19T16:56:59Z,Subdivision 6,Move In,D,20,18636,growing,2018-01-19,16:56,16
52,2018-01-19T16:56:59Z,Subdivision 5,Move Out,D,20,18636,growing,2018-01-19,16:56,16
50,2018-01-20T08:57:51Z,Subdivision 5,Move In,D,20,18636,growing,2018-01-20,08:57,08
50,2018-01-20T08:57:51Z,Subdivision 6,Move Out,D,20,18636,growing,2018-01-20,08:57,08
50,2018-01-21T08:58:15Z,Subdivision 4,Move In,D,20,18656,growing,2018-01-21,08:58,08
50,2018-01-21T08:58:15Z,Subdivision 5,Move Out,D,20,18656,growing,2018-01-21,08:58,08
50,2018-01-22T08:57:40Z,Subdivision 4,Move Out,D,20,18676,growing,2018-01-22,08:57,08
50,2018-01-22T08:58:30Z,Subdivision 3,Move In,D,20,18676,growing,2018-01-22,08:58,08
50,2018-01-22T16:58:50Z,Subdivision 3,Move Out,D,20,18696,growing,2018-01-22,16:58,16
56,2018-01-22T16:58:50Z,Bull3,Move In,D,20,18696,growing,2018-01-22,16:58,16
56,2018-01-23T13:04:23Z,Bull 3,Move In,D,20,18696,growing,2018-01-23,13:04,13
56,2018-01-23T13:04:23Z,Bull3,Move Out,D,20,18696,growing,2018-01-23,13:04,13
56,2018-01-24T13:05:37Z,Bull 3,Move Out,D,20,18716,growing,2018-01-24,13:05,13
56,2018-01-24T13:05:37Z,Bull1,Move In,D,20,18716,growing,2018-01-24,13:05,13
52,2018-01-25T12:19:25Z,Subdivision 4,Move In,D,20,18736,growing,2018-01-25,12:19,12
56,2018-01-25T12:19:25Z,Bull1,Move Out,D,20,18736,growing,2018-01-25,12:19,12
48,2018-01-26T21:22:11Z,Subdivision 1,Move In,D,20,18776,growing,2018-01-26,21:22,21
52,2018-01-26T21:22:11Z,Subdivision 4,Move Out,D,20,18776,growing,2018-01-26,21:22,21
43,2018-01-27T07:37:47Z,Subdivision 5,Move In,D,20,18776,growing,2018-01-27,07:37,07
43,2018-01-27T19:30:51Z,Subdivision 5,Move Out,D,20,18796,growing,2018-01-27,19:30,19
48,2018-01-27T19:44:23Z,Subdivision 1,Move Out,D,20,18796,growing,2018-01-27,07:37,07
48,2018-01-27T19:44:23Z,Subdivision 2,Move In,D,20,18796,growing,2018-01-27,19:44,19
48,2018-01-28T07:45:09Z,Subdivision 2,Move Out,D,20,18796,growing,2018-01-28,07:45,07
49,2018-01-28T07:45:09Z,Subdivision 2,Move In,D,20,18796,growing,2018-01-28,07:45,07
43,2018-01-28T17:48:15Z,Subdivision 1,Move In,D,20,18816,growing,2018-01-28,17:48,17
49,2018-01-28T17:48:15Z,Subdivision 2,Move Out,D,20,18816,growing,2018-01-28,17:48,17
43,2018-01-29T07:48:49Z,Subdivision 1,Move Out,D,20,18816,growing,2018-01-29,07:48,07
43,2018-01-29T07:48:49Z,Subdivision 2,Move In,D,20,18816,growing,2018-01-29,07:48,07
43,2018-01-30T16:57:25Z,Subdivision 2,Move Out,D,20,18856,growing,2018-01-30,16:57,16
43,2018-01-30T16:57:25Z,Subdivision 3,Move In,D,20,18856,growing,2018-01-30,16:57,16
42,2018-01-31T14:58:59Z,42,Move In,D,20,18856,growing,2018-01-31,14:58,14
43,2018-01-31T14:58:59Z,Subdivision 3,Move Out,D,20,18856,growing,2018-01-31,14:58,14
42,2018-02-01T07:01:28Z,42,Move Out,D,20,18876,growing,2018-02-01,07:01,07
43,2018-02-01T07:01:28Z,Subdivision 4,Move In,D,20,18876,growing,2018-02-01,07:01,07
43,2018-02-01T13:02:53Z,Subdivision 4,Move Out,D,20,18876,growing,2018-02-01,13:02,13
44,2018-02-01T13:02:53Z,44,Move In,D,20,18876,growing,2018-02-01,13:02,13
44,2018-02-02T12:06:56Z,44,Move Out,D,20,18896,growing,2018-02-02,12:06,12
47,2018-02-02T12:06:56Z,Subdivision 1,Move In,D,20,18896,growing,2018-02-02,12:06,12
47,2018-02-03T17:07:35Z,Subdivision 1,Move Out,D,20,18936,growing,2018-02-03,17:07,17
51,2018-02-03T17:07:35Z,51,Move In,D,20,18936,growing,2018-02-03,17:07,17
46,2018-02-04T17:08:13Z,46,Move In,D,20,18956,growing,2018-02-04,17:08,17
51,2018-02-04T17:08:13Z,51,Move Out,D,20,18956,growing,2018-02-04,17:08,17
46,2018-02-05T15:09:00Z,46,Move Out,D,20,18956,growing,2018-02-05,15:09,15
47,2018-02-05T15:09:00Z,Subdivision 2,Move In,D,20,18956,growing,2018-02-05,15:09,15
45,2018-02-06T08:09:40Z,45,Move In,D,20,18976,growing,2018-02-06,08:09,08
47,2018-02-06T08:09:40Z,Subdivision 2,Move Out,D,20,18976,growing,2018-02-06,08:09,08
40,2018-02-07T08:29:38Z,40,Move In,D,20,18996,growing,2018-02-07,08:29,08
45,2018-02-07T08:29:38Z,45,Move Out,D,20,18996,growing,2018-02-07,08:29,08
40,2018-02-09T11:02:11Z,40,Move Out,D,20,19036,growing,2018-02-09,11:02,11
41,2018-02-09T11:02:11Z,Subdivision 2,Move In,D,20,19036,growing,2018-02-09,11:02,11
41,2018-02-10T08:08:30Z,Subdivision 2,Move Out,D,20,19056,growing,2018-02-10,08:08,08
41,2018-02-10T08:08:30Z,Subdivision 3,Move In,D,20,19056,growing,2018-02-10,08:08,08
41,2018-02-11T08:08:51Z,Subdivision 1,Move In,D,20,19076,growing,2018-02-11,08:08,08
41,2018-02-11T08:08:51Z,Subdivision 3,Move Out,D,20,19076,growing,2018-02-11,08:08,08
41,2018-02-12T08:09:21Z,Subdivision 1,Move Out,D,20,19096,growing,2018-02-12,08:09,08
66,2018-02-12T08:09:21Z,66,Move In,D,20,19096,growing,2018-02-12,08:09,08
65,2018-02-13T08:10:00Z,65,Move In,D,20,19116,growing,2018-02-13,08:10,08
66,2018-02-13T08:10:00Z,66,Move Out,D,20,19116,growing,2018-02-13,08:10,08
65,2018-02-17T08:11:54Z,65,Move Out,D,20,19196,growing,2018-02-17,08:11,08
67,2018-02-17T08:11:54Z,67,Move In,D,20,19196,growing,2018-02-17,08:11,08
67,2018-02-17T20:12:48Z,67,Move Out,D,20,19216,growing,2018-02-17,20:12,20
68,2018-02-17T20:12:48Z,68,Move In,D,20,19216,growing,2018-02-17,20:12,20
63,2018-02-18T08:13:28Z,63,Move In,D,20,19216,growing,2018-02-18,08:13,08
68,2018-02-18T08:13:28Z,68,Move Out,D,20,19216,growing,2018-02-18,08:13,08
62,2018-02-18T17:14:10Z,62,Move In,D,20,19236,growing,2018-02-18,17:14,17
63,2018-02-18T17:14:10Z,63,Move Out,D,20,19236,growing,2018-02-18,17:14,17
62,2018-02-19T12:14:32Z,62,Move Out,D,20,19236,growing,2018-02-19,12:14,12
64,2018-02-19T12:14:32Z,64,Move In,D,20,19236,growing,2018-02-19,12:14,12
37B,2018-02-20T08:17:49Z,Subdivision 2,Move In,D,20,19256,growing,2018-02-20,08:17,08
64,2018-02-20T08:17:49Z,64,Move Out,D,20,19256,growing,2018-02-20,08:17,08
37B,2018-02-21T08:18:19Z,Subdivision 2,Move Out,D,20,19276,growing,2018-02-21,08:18,08
37B,2018-02-21T08:18:19Z,Subdivision 3,Move In,D,20,19276,growing,2018-02-21,08:18,08
37B,2018-02-21T18:00:53Z,Subdivision 3,Move Out,D,20,19296,growing,2018-02-21,18:00,18
37B,2018-02-21T18:00:53Z,Subdivision 4,Move In,D,20,19296,growing,2018-02-21,18:00,18
37B,2018-02-23T07:23:13Z,Subdivision 4,Move Out,D,20,19316,growing,2018-02-23,07:23,07
38A,2018-02-23T07:23:13Z,38a,Move In,D,20,19316,growing,2018-02-23,07:23,07
38A,2018-02-23T21:23:53Z,38a,Move Out,D,20,19336,growing,2018-02-23,21:23,21
39A,2018-02-23T21:23:53Z,39a,Move In,D,20,19336,growing,2018-02-23,21:23,21
39A,2018-02-24T07:24:28Z,39a,Move Out,D,20,19336,growing,2018-02-24,07:24,07
39B,2018-02-24T07:24:28Z,39b,Move In,D,20,19336,growing,2018-02-24,07:24,07
32,2018-02-25T07:25:58Z,Subdivision 1,Move In,D,20,19356,growing,2018-02-25,07:25,07
39B,2018-02-25T07:25:58Z,39b,Move Out,D,20,19356,growing,2018-02-25,07:25,07
32,2018-02-26T07:49:21Z,Subdivision 1,Move Out,D,20,19376,growing,2018-02-26,07:49,07
24,2018-02-26T08:42:25Z,24,Move In,D,20,19376,growing,2018-02-26,08:42,08
24,2018-03-02T07:45:00Z,24,Move Out,D,20,19456,growing,2018-03-02,07:45,07
37B,2018-05-18T16:08:00Z,Subdivision 4,Move In,D,15,15678,growing,2018-05-18,16:08,16
37B,2018-05-29T16:09:00Z,Subdivision 4,Move Out,D,15,15843,growing,2018-05-29,16:09,16
37B,2018-05-29T16:09:00Z,Subdivision 5,Move In,D,15,15843,growing,2018-05-29,16:09,16
37B,2018-06-27T10:23:00Z,Subdivision 5,Move Out,D,15,5946,growing,2018-06-27,10:23,10
26,2017-11-15T11:10:51Z,26,Move In,E,35,2675,growing,2017-11-15,11:10,11
26,2017-11-18T08:11:14Z,26,Move Out,E,35,2675,growing,2017-11-18,08:11,08
28,2017-11-18T08:11:14Z,28,Move In,E,35,2675,growing,2017-11-18,08:11,08
28,2017-11-21T08:14:29Z,28,Move Out,E,35,2675,growing,2017-11-21,08:14,08
31,2017-11-21T14:22:12Z,31,Move In,E,35,2675,growing,2017-11-21,14:22,14
30B,2017-11-23T14:22:29Z,30b,Move In,E,35,2675,growing,2017-11-23,14:22,14
31,2017-11-23T14:22:29Z,31,Move Out,E,35,2675,growing,2017-11-23,14:22,14
30B,2017-11-28T14:30:34Z,30b,Move Out,E,35,2675,growing,2017-11-28,14:30,14
34,2017-11-28T14:30:34Z,Oak Hill Road Top,Move In,E,35,2675,growing,2017-11-28,14:30,14
34,2017-11-29T14:36:52Z,Oak Hill Road Top,Move Out,E,35,2675,growing,2017-11-29,14:36,14
35,2017-11-29T14:36:52Z,Oak Hill Draw,Move In,E,35,2675,growing,2017-11-29,14:36,14
35,2017-12-02T14:38:38Z,Oak Hill Draw,Move Out,E,35,2675,growing,2017-12-02,14:38,14
36,2017-12-02T14:38:38Z,Oak Hill,Move In,E,35,2675,growing,2017-12-02,14:38,14
36,2017-12-04T07:41:57Z,Oak Hill,Move Out,E,35,2675,growing,2017-12-04,07:41,07
37A,2017-12-04T07:41:57Z,Subdivision 4,Move In,E,35,2675,growing,2017-12-04,07:41,07
37A,2017-12-06T08:01:55Z,Subdivision 1,Move In,E,35,2675,growing,2017-12-06,08:01,08
37A,2017-12-06T08:01:55Z,Subdivision 4,Move Out,E,35,2675,growing,2017-12-06,08:01,08
37A,2017-12-07T17:03:06Z,Subdivision 1,Move Out,E,35,2675,growing,2017-12-07,17:03,17
37A,2017-12-07T17:03:06Z,Subdivision 2,Move In,E,35,2675,growing,2017-12-07,17:03,17
37A,2017-12-09T08:05:00Z,Subdivision 2,Move Out,E,35,2675,growing,2017-12-09,08:05,08
37A,2017-12-09T08:05:00Z,Subdivision 3,Move In,E,35,2675,growing,2017-12-09,08:05,08
12B,2017-12-11T11:22:36Z,12b,Move In,E,35,2675,growing,2017-12-11,11:22,11
37A,2017-12-11T11:22:36Z,Subdivision 3,Move Out,E,35,2675,growing,2017-12-11,11:22,11
12B,2017-12-15T11:25:31Z,12b,Move Out,E,35,2675,growing,2017-12-15,11:25,11
3,2017-12-16T12:26:24Z,3,Move In,E,35,2675,growing,2017-12-16,12:26,12
2A,2017-12-19T07:54:11Z,2a,Move In,E,35,2675,growing,2017-12-19,07:54,07
3,2017-12-19T07:54:11Z,3,Move Out,E,35,2675,growing,2017-12-19,07:54,07
15,2017-12-21T08:58:24Z,15,Move In,E,35,2675,growing,2017-12-21,08:58,08
2A,2017-12-21T08:58:24Z,2a,Move Out,E,35,2675,growing,2017-12-21,08:58,08
15,2017-12-22T05:01:21Z,15,Move Out,E,35,2675,growing,2017-12-22,05:01,05
11,2017-12-24T17:05:56Z,Subdivision 1,Move In,E,35,2675,growing,2017-12-24,17:05,17
11,2017-12-26T17:06:45Z,Subdivision 1,Move Out,E,35,2675,growing,2017-12-26,17:06,17
8,2017-12-26T17:06:45Z,Subdivision 2,Move In,E,35,2675,growing,2017-12-26,17:06,17
8,2017-12-28T17:07:12Z,Subdivision 1,Move In,E,35,2675,growing,2017-12-28,17:07,17
8,2017-12-28T17:07:12Z,Subdivision 2,Move Out,E,35,2675,growing,2017-12-28,17:07,17
10,2017-12-29T17:07:31Z,10,Move In,E,35,2675,growing,2017-12-29,17:07,17
8,2017-12-29T17:07:31Z,Subdivision 1,Move Out,E,35,2675,growing,2017-12-29,17:07,17
10,2017-12-30T17:08:30Z,10,Move Out,E,35,2675,growing,2017-12-30,17:08,17
5,2017-12-30T17:08:30Z,Subdivision 1,Move In,E,35,2675,growing,2017-12-30,17:08,17
5,2017-12-31T11:01:16Z,Subdivision 1,Move Out,E,35,2675,growing,2017-12-31,11:01,11
6A,2017-12-31T11:01:16Z,6a,Move In,E,35,2675,growing,2017-12-31,11:01,11
6A,2018-01-02T11:05:13Z,6a,Move Out,E,35,2675,growing,2018-01-02,11:05,11
2B,2018-01-05T14:00:15Z,Annie Pond Field,Move In,E,35,2675,growing,2018-01-05,14:00,14
2B,2018-01-06T07:00:28Z,Annie's Pond Across Driveway,Move In,E,35,2675,growing,2018-01-06,07:00,07
2B,2018-01-06T07:00:28Z,Annie Pond Field,Move Out,E,35,2675,growing,2018-01-06,07:00,07
1,2018-01-06T12:00:28Z,1,Move In,E,35,2675,growing,2018-01-06,12:00,12
2B,2018-01-06T12:00:28Z,Annie's Pond Across Driveway,Move Out,E,35,2675,growing,2018-01-06,12:00,12
1,2018-01-07T08:00:41Z,1,Move Out,E,35,2675,growing,2018-01-07,08:00,08
5,2018-01-07T08:00:41Z,Subdivision 2,Move In,E,35,2675,growing,2018-01-07,08:00,08
5,2018-01-08T07:47:47Z,Subdivision 2,Move Out,E,35,2675,growing,2018-01-08,07:47,07
6A,2018-01-08T07:47:47Z,Subdivision 1,Move In,E,35,2675,growing,2018-01-08,07:47,07
6A,2018-01-09T09:29:17Z,Subdivision 1,Move Out,E,35,2675,growing,2018-01-09,09:29,09
6B,2018-01-09T09:29:17Z,6b,Move In,E,35,2675,growing,2018-01-09,09:29,09
6B,2018-01-11T08:03:40Z,6b,Move Out,E,35,2675,growing,2018-01-11,08:03,08
7,2018-01-11T08:03:40Z,Subdivision 1,Move In,E,35,2675,growing,2018-01-11,08:03,08
7,2018-01-12T08:05:31Z,Subdivision 1,Move Out,E,35,2675,growing,2018-01-12,08:05,08
7,2018-01-12T08:05:31Z,Subdivision 3,Move In,E,35,2675,growing,2018-01-12,08:05,08
7,2018-01-14T11:08:04Z,Subdivision 2,Move In,E,35,2675,growing,2018-01-14,11:08,11
7,2018-01-14T11:08:04Z,Subdivision 3,Move Out,E,35,2675,growing,2018-01-14,11:08,11
7,2018-01-15T11:08:32Z,Subdivision 2,Move Out,E,35,2675,growing,2018-01-15,11:08,11
7,2018-01-15T11:08:32Z,Subdivision 4,Move In,E,35,2675,growing,2018-01-15,11:08,11
55,2018-01-16T11:12:56Z,Subdivision 2,Move In,E,35,2675,growing,2018-01-16,11:12,11
7,2018-01-16T11:12:56Z,Subdivision 4,Move Out,E,35,2675,growing,2018-01-16,11:12,11
52,2018-01-17T16:15:13Z,Subdivision 3,Move In,E,35,2675,growing,2018-01-17,16:15,16
55,2018-01-17T16:15:13Z,Subdivision 2,Move Out,E,35,2675,growing,2018-01-17,16:15,16
53,2018-01-18T07:15:50Z,Subdivision 5,Move In,E,35,2675,growing,2018-01-18,07:15,07
52,2018-01-19T07:15:50Z,Subdivision 3,Move Out,E,35,2675,growing,2018-01-18,07:15,07
52,2018-01-19T07:18:28Z,Subdivision 5,Move In,E,35,2675,growing,2018-01-19,07:18,07
53,2018-01-19T07:18:28Z,Subdivision 5,Move Out,E,35,2675,growing,2018-01-19,07:18,07
50,2018-01-19T16:56:59Z,Subdivision 6,Move In,E,35,2675,growing,2018-01-19,16:56,16
52,2018-01-19T16:56:59Z,Subdivision 5,Move Out,E,35,2675,growing,2018-01-19,16:56,16
50,2018-01-20T08:57:51Z,Subdivision 5,Move In,E,35,2675,growing,2018-01-20,08:57,08
50,2018-01-20T08:57:51Z,Subdivision 6,Move Out,E,35,2675,growing,2018-01-20,08:57,08
50,2018-01-21T08:58:15Z,Subdivision 4,Move In,E,35,2675,growing,2018-01-21,08:58,08
50,2018-01-21T08:58:15Z,Subdivision 5,Move Out,E,35,2675,growing,2018-01-21,08:58,08
50,2018-01-22T08:57:40Z,Subdivision 4,Move Out,E,35,2675,growing,2018-01-22,08:57,08
50,2018-01-22T08:58:30Z,Subdivision 3,Move In,E,35,2675,growing,2018-01-22,08:58,08
50,2018-01-22T16:58:50Z,Subdivision 3,Move Out,E,35,2675,growing,2018-01-22,16:58,16
56,2018-01-22T16:58:50Z,Bull3,Move In,E,35,2675,growing,2018-01-22,16:58,16
56,2018-01-23T13:04:23Z,Bull 3,Move In,E,35,2675,growing,2018-01-23,13:04,13
56,2018-01-23T13:04:23Z,Bull3,Move Out,E,35,2675,growing,2018-01-23,13:04,13
56,2018-01-24T13:05:37Z,Bull 3,Move Out,E,35,2675,growing,2018-01-24,13:05,13
56,2018-01-24T13:05:37Z,Bull1,Move In,E,35,2675,growing,2018-01-24,13:05,13
52,2018-01-25T12:19:25Z,Subdivision 4,Move In,E,35,2675,growing,2018-01-25,12:19,12
56,2018-01-25T12:19:25Z,Bull1,Move Out,E,35,2675,growing,2018-01-25,12:19,12
48,2018-01-26T21:22:11Z,Subdivision 1,Move In,E,35,2675,growing,2018-01-26,21:22,21
52,2018-01-26T21:22:11Z,Subdivision 4,Move Out,E,35,2675,growing,2018-01-26,21:22,21
43,2018-01-27T07:37:47Z,Subdivision 5,Move In,E,35,2675,growing,2018-01-27,07:37,07
43,2018-01-27T19:30:51Z,Subdivision 5,Move Out,E,35,2675,growing,2018-01-27,19:30,19
48,2018-01-27T19:44:23Z,Subdivision 1,Move Out,E,35,2675,growing,2018-01-27,07:37,07
48,2018-01-27T19:44:23Z,Subdivision 2,Move In,E,35,2675,growing,2018-01-27,19:44,19
48,2018-01-28T07:45:09Z,Subdivision 2,Move Out,E,35,2675,growing,2018-01-28,07:45,07
49,2018-01-28T07:45:09Z,Subdivision 2,Move In,E,35,2675,growing,2018-01-28,07:45,07
43,2018-01-28T17:48:15Z,Subdivision 1,Move In,E,35,2675,growing,2018-01-28,17:48,17
49,2018-01-28T17:48:15Z,Subdivision 2,Move Out,E,35,2675,growing,2018-01-28,17:48,17
43,2018-01-29T07:48:49Z,Subdivision 1,Move Out,E,35,2675,growing,2018-01-29,07:48,07
43,2018-01-29T07:48:49Z,Subdivision 2,Move In,E,35,2675,growing,2018-01-29,07:48,07
43,2018-01-30T16:57:25Z,Subdivision 2,Move Out,E,35,2675,growing,2018-01-30,16:57,16
43,2018-01-30T16:57:25Z,Subdivision 3,Move In,E,35,2675,growing,2018-01-30,16:57,16
42,2018-01-31T14:58:59Z,42,Move In,E,35,2675,growing,2018-01-31,14:58,14
43,2018-01-31T14:58:59Z,Subdivision 3,Move Out,E,35,2675,growing,2018-01-31,14:58,14
42,2018-02-01T07:01:28Z,42,Move Out,E,35,2675,growing,2018-02-01,07:01,07
43,2018-02-01T07:01:28Z,Subdivision 4,Move In,E,35,2675,growing,2018-02-01,07:01,07
43,2018-02-01T13:02:53Z,Subdivision 4,Move Out,E,35,2675,growing,2018-02-01,13:02,13
44,2018-02-01T13:02:53Z,44,Move In,E,35,2675,growing,2018-02-01,13:02,13
44,2018-02-02T12:06:56Z,44,Move Out,E,35,2675,growing,2018-02-02,12:06,12
47,2018-02-02T12:06:56Z,Subdivision 1,Move In,E,35,2675,growing,2018-02-02,12:06,12
47,2018-02-03T17:07:35Z,Subdivision 1,Move Out,E,35,2675,growing,2018-02-03,17:07,17
51,2018-02-03T17:07:35Z,51,Move In,E,35,2675,growing,2018-02-03,17:07,17
46,2018-02-04T17:08:13Z,46,Move In,E,35,2675,growing,2018-02-04,17:08,17
51,2018-02-04T17:08:13Z,51,Move Out,E,35,2675,growing,2018-02-04,17:08,17
46,2018-02-05T15:09:00Z,46,Move Out,E,35,2675,growing,2018-02-05,15:09,15
47,2018-02-05T15:09:00Z,Subdivision 2,Move In,E,35,2675,growing,2018-02-05,15:09,15
45,2018-02-06T08:09:40Z,45,Move In,E,35,2675,growing,2018-02-06,08:09,08
47,2018-02-06T08:09:40Z,Subdivision 2,Move Out,E,35,2675,growing,2018-02-06,08:09,08
40,2018-02-07T08:29:38Z,40,Move In,E,35,2675,growing,2018-02-07,08:29,08
45,2018-02-07T08:29:38Z,45,Move Out,E,35,2675,growing,2018-02-07,08:29,08
40,2018-02-09T11:02:11Z,40,Move Out,E,35,2675,growing,2018-02-09,11:02,11
41,2018-02-09T11:02:11Z,Subdivision 2,Move In,E,35,2675,growing,2018-02-09,11:02,11
41,2018-02-10T08:08:30Z,Subdivision 2,Move Out,E,35,2675,growing,2018-02-10,08:08,08
41,2018-02-10T08:08:30Z,Subdivision 3,Move In,E,35,2675,growing,2018-02-10,08:08,08
41,2018-02-11T08:08:51Z,Subdivision 1,Move In,E,35,2675,growing,2018-02-11,08:08,08
41,2018-02-11T08:08:51Z,Subdivision 3,Move Out,E,35,2675,growing,2018-02-11,08:08,08
41,2018-02-12T08:09:21Z,Subdivision 1,Move Out,E,35,2675,growing,2018-02-12,08:09,08
66,2018-02-12T08:09:21Z,66,Move In,E,35,2675,growing,2018-02-12,08:09,08
65,2018-02-13T08:10:00Z,65,Move In,E,35,2675,growing,2018-02-13,08:10,08
66,2018-02-13T08:10:00Z,66,Move Out,E,35,2675,growing,2018-02-13,08:10,08
65,2018-02-17T08:11:54Z,65,Move Out,E,35,2675,growing,2018-02-17,08:11,08
67,2018-02-17T08:11:54Z,67,Move In,E,35,2675,growing,2018-02-17,08:11,08
67,2018-02-17T20:12:48Z,67,Move Out,E,35,2675,growing,2018-02-17,20:12,20
68,2018-02-17T20:12:48Z,68,Move In,E,35,2675,growing,2018-02-17,20:12,20
63,2018-02-18T08:13:28Z,63,Move In,E,35,2675,growing,2018-02-18,08:13,08
68,2018-02-18T08:13:28Z,68,Move Out,E,35,2675,growing,2018-02-18,08:13,08
62,2018-02-18T17:14:10Z,62,Move In,E,35,2675,growing,2018-02-18,17:14,17
63,2018-02-18T17:14:10Z,63,Move Out,E,35,2675,growing,2018-02-18,17:14,17
62,2018-02-19T12:14:32Z,62,Move Out,E,35,2675,growing,2018-02-19,12:14,12
64,2018-02-19T12:14:32Z,64,Move In,E,35,2675,growing,2018-02-19,12:14,12
37B,2018-02-20T08:17:49Z,Subdivision 2,Move In,E,35,2675,growing,2018-02-20,08:17,08
64,2018-02-20T08:17:49Z,64,Move Out,E,35,2675,growing,2018-02-20,08:17,08
37B,2018-02-21T08:18:19Z,Subdivision 2,Move Out,E,35,2675,growing,2018-02-21,08:18,08
37B,2018-02-21T08:18:19Z,Subdivision 3,Move In,E,35,2675,growing,2018-02-21,08:18,08
37B,2018-02-21T18:00:53Z,Subdivision 3,Move Out,E,35,2675,growing,2018-02-21,18:00,18
37B,2018-02-21T18:00:53Z,Subdivision 4,Move In,E,35,2675,growing,2018-02-21,18:00,18
37B,2018-02-23T07:23:13Z,Subdivision 4,Move Out,E,35,2675,growing,2018-02-23,07:23,07
38A,2018-02-23T07:23:13Z,38a,Move In,E,35,2675,growing,2018-02-23,07:23,07
38A,2018-02-23T21:23:53Z,38a,Move Out,E,35,2675,growing,2018-02-23,21:23,21
39A,2018-02-23T21:23:53Z,39a,Move In,E,35,2675,growing,2018-02-23,21:23,21
39A,2018-02-24T07:24:28Z,39a,Move Out,E,35,2675,growing,2018-02-24,07:24,07
39B,2018-02-24T07:24:28Z,39b,Move In,E,35,2675,growing,2018-02-24,07:24,07
32,2018-02-25T07:25:58Z,Subdivision 1,Move In,E,35,2675,growing,2018-02-25,07:25,07
39B,2018-02-25T07:25:58Z,39b,Move Out,E,35,2675,growing,2018-02-25,07:25,07
32,2018-02-26T07:49:21Z,Subdivision 1,Move Out,E,35,2675,growing,2018-02-26,07:49,07
24,2018-02-26T08:42:25Z,24,Move In,E,35,2675,growing,2018-02-26,08:42,08
24,2018-03-02T07:45:00Z,24,Move Out,E,35,2675,growing,2018-03-02,07:45,07
58B,2018-06-04T16:19:44Z,Subdivision 1,Move In,E,35,2675,growing,2018-06-04,16:19,16
58B,2018-06-08T16:21:02Z,Subdivision 1,Move Out,E,35,2675,growing,2018-06-08,16:21,16
37B,2018-09-24T11:26:00Z,Subdivision 16,Move In,E,35,9736,dormant,2018-09-24,11:26,11
37B,2018-09-26T11:41:00Z,Subdivision 16,Move Out,E,40,8648,dormant,2018-09-26,11:41,11
37B,2018-09-26T11:41:00Z,Subdivision 8,Move In,E,40,8648,dormant,2018-09-26,11:41,11
37B,2018-09-27T11:42:00Z,Subdivision 8,Move Out,E,40,8653,dormant,2018-09-27,11:42,11
37B,2018-09-27T11:42:00Z,Subdivision 9,Move In,E,40,8653,dormant,2018-09-27,11:42,11
37B,2018-09-28T08:00:00Z,Subdivision 10,Move In,E,40,8658,dormant,2018-09-28,08:00,08
37B,2018-09-28T08:00:00Z,Subdivision 9,Move Out,E,40,8658,dormant,2018-09-28,08:00,08
37B,2018-09-28T11:43:00Z,Subdivision 10,Move Out,E,40,8658,dormant,2018-09-28,11:43,11
37B,2018-09-28T11:43:00Z,Subdivision 11,Move In,E,40,8658,dormant,2018-09-28,11:43,11
37B,2018-09-29T11:44:00Z,Subdivision 11,Move Out,E,40,8663,dormant,2018-09-29,11:44,11
37B,2018-09-29T11:44:00Z,Subdivision 12,Move In,E,40,8663,dormant,2018-09-29,11:44,11
37B,2018-09-30T11:45:00Z,Subdivision 12,Move Out,E,40,8668,dormant,2018-09-30,11:45,11
37B,2018-09-30T11:45:00Z,Subdivision 13,Move In,E,40,8668,dormant,2018-09-30,11:45,11
