pasture,year,group,species
46,2014,horsediv,0
46,2016,horsediv,0
46,2017,horsediv,0
46,2018,horsediv,0
47,2012,horsediv,0
47,2013,horsediv,0
47,2014,horsediv,0
47,2016,horsediv,0
47,2017,horsediv,0
47,2018,horsediv,0
48,2012,horsediv,0
48,2013,horsediv,0
48,2014,horsediv,0
48,2016,horsediv,0
48,2017,horsediv,0
48,2018,horsediv,0
49,2012,horsediv,0
49,2013,horsediv,0
49,2014,horsediv,0
49,2016,horsediv,0
49,2017,horsediv,0
49,2018,horsediv,0
50,2012,horsediv,0
50,2013,horsediv,0
50,2014,horsediv,0
50,2016,horsediv,0
50,2017,horsediv,0
50,2018,horsediv,0
51,2012,horsediv,0
51,2013,horsediv,0
51,2014,horsediv,0
51,2016,horsediv,0
51,2017,horsediv,0
51,2018,horsediv,0
52,2012,horsediv,0
52,2013,horsediv,0
52,2014,horsediv,0
52,2016,horsediv,0
52,2017,horsediv,0
52,2018,horsediv,0
53,2012,horsediv,0
53,2013,horsediv,0
53,2014,horsediv,0
53,2016,horsediv,0
53,2017,horsediv,0
53,2018,horsediv,0
55,2012,horsediv,0
55,2013,horsediv,0
55,2014,horsediv,0
55,2016,horsediv,0
55,2017,horsediv,0
55,2018,horsediv,0
56,2012,horsediv,0
56,2013,horsediv,1
56,2014,horsediv,0
56,2016,horsediv,0
56,2017,horsediv,0
56,2018,horsediv,0
57,2012,horsediv,0
57,2013,horsediv,0
57,2014,horsediv,0
57,2016,horsediv,0
57,2017,horsediv,0
57,2018,horsediv,0
59,2012,horsediv,1
59,2013,horsediv,1
59,2014,horsediv,1
59,2016,horsediv,1
59,2017,horsediv,0
59,2018,horsediv,1
60,2012,horsediv,1
60,2013,horsediv,0
60,2014,horsediv,1
60,2016,horsediv,0
60,2017,horsediv,0
60,2018,horsediv,0
61,2012,horsediv,0
61,2013,horsediv,0
61,2014,horsediv,0
61,2016,horsediv,0
61,2017,horsediv,0
61,2018,horsediv,0
62,2012,horsediv,0
62,2013,horsediv,0
62,2014,horsediv,0
62,2016,horsediv,0
62,2017,horsediv,0
62,2018,horsediv,0
63,2012,horsediv,0
63,2013,horsediv,0
63,2014,horsediv,0
63,2016,horsediv,0
63,2017,horsediv,0
63,2018,horsediv,0
64,2012,horsediv,0
64,2013,horsediv,1
64,2014,horsediv,0
64,2016,horsediv,0
64,2017,horsediv,0
64,2018,horsediv,0
65,2012,horsediv,0
65,2013,horsediv,0
65,2014,horsediv,0
65,2016,horsediv,0
65,2017,horsediv,0
65,2018,horsediv,0
66,2012,horsediv,0
66,2013,horsediv,0
66,2014,horsediv,0
66,2016,horsediv,0
66,2017,horsediv,0
66,2018,horsediv,0
67,2012,horsediv,0
67,2013,horsediv,0
67,2014,horsediv,0
67,2016,horsediv,0
67,2017,horsediv,0
67,2018,horsediv,0
68,2012,horsediv,0
68,2013,horsediv,0
68,2014,horsediv,0
68,2016,horsediv,0
68,2017,horsediv,0
68,2018,horsediv,0
12a,2012,horsediv,0
12a,2013,horsediv,1
12a,2014,horsediv,0
12a,2016,horsediv,0
12a,2017,horsediv,0
12a,2018,horsediv,0
12b,2012,horsediv,1
12b,2013,horsediv,1
12b,2014,horsediv,0
12b,2016,horsediv,1
12b,2017,horsediv,0
12b,2018,horsediv,0
16a,2012,horsediv,0
16a,2013,horsediv,1
16a,2014,horsediv,0
16a,2016,horsediv,0
16a,2017,horsediv,0
16a,2018,horsediv,0
16b,2012,horsediv,0
16b,2013,horsediv,1
16b,2014,horsediv,0
16b,2016,horsediv,0
16b,2017,horsediv,0
16b,2018,horsediv,0
2a,2012,horsediv,0
2a,2013,horsediv,0
2a,2014,horsediv,0
2a,2016,horsediv,0
2a,2017,horsediv,0
2a,2018,horsediv,0
2b,2012,horsediv,1
2b,2013,horsediv,0
2b,2014,horsediv,1
2b,2017,horsediv,0
2b,2018,horsediv,0
30a,2012,horsediv,0
30a,2013,horsediv,0
30a,2014,horsediv,0
30a,2016,horsediv,0
30a,2017,horsediv,0
30a,2018,horsediv,0
30b,2012,horsediv,0
30b,2013,horsediv,0
30b,2014,horsediv,0
30b,2016,horsediv,0
30b,2017,horsediv,0
30b,2018,horsediv,0
37a,2012,horsediv,0
37a,2013,horsediv,0
37a,2014,horsediv,0
37a,2016,horsediv,0
37a,2017,horsediv,0
37a,2018,horsediv,0
37b,2012,horsediv,1
37b,2013,horsediv,0
37b,2014,horsediv,0
37b,2016,horsediv,1
37b,2017,horsediv,0
37b,2018,horsediv,0
38a,2012,horsediv,0
38a,2013,horsediv,0
38a,2014,horsediv,1
38a,2016,horsediv,0
38a,2017,horsediv,0
38a,2018,horsediv,0
38b,2012,horsediv,0
38b,2013,horsediv,0
38b,2017,horsediv,0
38b,2018,horsediv,0
39a,2012,horsediv,0
39a,2013,horsediv,0
39a,2014,horsediv,1
39a,2016,horsediv,0
39a,2017,horsediv,0
39a,2018,horsediv,0
39b,2012,horsediv,1
39b,2013,horsediv,1
39b,2014,horsediv,1
39b,2016,horsediv,0
39b,2017,horsediv,0
39b,2018,horsediv,0
58a,2012,horsediv,1
58a,2013,horsediv,1
58a,2014,horsediv,1
58a,2016,horsediv,0
58a,2017,horsediv,0
58a,2018,horsediv,0
58b,2012,horsediv,1
58b,2013,horsediv,0
58b,2014,horsediv,0
58b,2017,horsediv,0
58b,2018,horsediv,0
6a,2012,horsediv,0
6a,2013,horsediv,1
6a,2014,horsediv,0
6a,2016,horsediv,0
6a,2017,horsediv,0
6a,2018,horsediv,0
6b,2012,horsediv,0
6b,2013,horsediv,0
6b,2014,horsediv,0
6b,2016,horsediv,0
6b,2017,horsediv,0
6b,2018,horsediv,0
1,2012,rushdiv,1
1,2013,rushdiv,0
1,2014,rushdiv,1
1,2017,rushdiv,0
1,2018,rushdiv,3
3,2012,rushdiv,1
3,2013,rushdiv,0
3,2014,rushdiv,1
3,2016,rushdiv,0
3,2017,rushdiv,0
3,2018,rushdiv,3
4,2012,rushdiv,1
4,2013,rushdiv,0
4,2014,rushdiv,1
4,2016,rushdiv,1
4,2017,rushdiv,0
4,2018,rushdiv,2
5,2012,rushdiv,1
5,2013,rushdiv,0
5,2014,rushdiv,1
5,2016,rushdiv,1
5,2017,rushdiv,0
5,2018,rushdiv,3
7,2012,rushdiv,1
7,2013,rushdiv,0
7,2014,rushdiv,1
7,2016,rushdiv,0
7,2017,rushdiv,0
7,2018,rushdiv,3
8,2012,rushdiv,1
8,2013,rushdiv,1
8,2014,rushdiv,1
8,2016,rushdiv,0
8,2017,rushdiv,0
8,2018,rushdiv,1
9,2012,rushdiv,1
9,2013,rushdiv,0
9,2014,rushdiv,1
9,2016,rushdiv,1
9,2017,rushdiv,0
9,2018,rushdiv,1
10,2012,rushdiv,1
10,2013,rushdiv,0
10,2014,rushdiv,1
10,2016,rushdiv,1
10,2017,rushdiv,0
10,2018,rushdiv,1
11,2012,rushdiv,1
11,2013,rushdiv,0
11,2014,rushdiv,1
11,2016,rushdiv,0
11,2017,rushdiv,0
11,2018,rushdiv,2
14,2012,rushdiv,1
14,2013,rushdiv,0
14,2014,rushdiv,1
14,2016,rushdiv,0
14,2017,rushdiv,0
14,2018,rushdiv,2
15,2012,rushdiv,1
15,2013,rushdiv,0
15,2014,rushdiv,0
15,2016,rushdiv,1
15,2017,rushdiv,0
15,2018,rushdiv,1
17,2012,rushdiv,1
17,2013,rushdiv,0
17,2014,rushdiv,0
17,2016,rushdiv,0
17,2017,rushdiv,0
17,2018,rushdiv,0
18,2012,rushdiv,1
18,2013,rushdiv,0
18,2014,rushdiv,1
18,2016,rushdiv,1
18,2017,rushdiv,0
18,2018,rushdiv,2
19,2012,rushdiv,1
19,2013,rushdiv,0
19,2014,rushdiv,0
19,2016,rushdiv,0
19,2017,rushdiv,0
19,2018,rushdiv,1
20,2012,rushdiv,0
20,2013,rushdiv,0
20,2014,rushdiv,0
20,2016,rushdiv,0
20,2017,rushdiv,0
20,2018,rushdiv,0
21,2012,rushdiv,1
21,2013,rushdiv,0
21,2014,rushdiv,1
21,2016,rushdiv,1
21,2017,rushdiv,0
21,2018,rushdiv,4
22,2012,rushdiv,1
22,2013,rushdiv,0
22,2014,rushdiv,1
22,2016,rushdiv,1
22,2017,rushdiv,0
22,2018,rushdiv,0
23,2012,rushdiv,1
23,2013,rushdiv,0
23,2014,rushdiv,1
23,2016,rushdiv,1
23,2017,rushdiv,0
23,2018,rushdiv,2
24,2013,rushdiv,0
24,2014,rushdiv,0
24,2016,rushdiv,1
24,2017,rushdiv,0
24,2018,rushdiv,1
25,2012,rushdiv,1
25,2013,rushdiv,0
25,2014,rushdiv,0
25,2016,rushdiv,1
25,2017,rushdiv,0
25,2018,rushdiv,1
26,2012,rushdiv,1
26,2013,rushdiv,0
26,2014,rushdiv,1
26,2016,rushdiv,1
26,2017,rushdiv,0
26,2018,rushdiv,1
27,2012,rushdiv,1
27,2013,rushdiv,0
27,2014,rushdiv,1
27,2016,rushdiv,1
27,2017,rushdiv,0
27,2018,rushdiv,1
28,2012,rushdiv,1
28,2013,rushdiv,0
28,2014,rushdiv,1
28,2016,rushdiv,1
28,2017,rushdiv,0
28,2018,rushdiv,1
29,2012,rushdiv,1
29,2013,rushdiv,0
29,2014,rushdiv,1
29,2016,rushdiv,1
29,2017,rushdiv,0
29,2018,rushdiv,0
31,2012,rushdiv,1
31,2013,rushdiv,0
31,2014,rushdiv,1
31,2016,rushdiv,0
31,2017,rushdiv,0
31,2018,rushdiv,1
32,2012,rushdiv,1
32,2013,rushdiv,0
32,2014,rushdiv,1
32,2016,rushdiv,0
32,2017,rushdiv,0
32,2018,rushdiv,1
33,2012,rushdiv,1
33,2013,rushdiv,0
33,2014,rushdiv,1
33,2016,rushdiv,1
33,2017,rushdiv,0
33,2018,rushdiv,1
34,2012,rushdiv,1
34,2013,rushdiv,1
34,2014,rushdiv,1
34,2016,rushdiv,1
34,2017,rushdiv,0
34,2018,rushdiv,1
35,2012,rushdiv,1
35,2013,rushdiv,0
35,2014,rushdiv,1
35,2016,rushdiv,0
35,2017,rushdiv,0
35,2018,rushdiv,2
36,2012,rushdiv,1
36,2013,rushdiv,1
36,2014,rushdiv,1
36,2016,rushdiv,1
36,2017,rushdiv,0
36,2018,rushdiv,1
40,2012,rushdiv,1
40,2013,rushdiv,0
40,2014,rushdiv,1
40,2016,rushdiv,2
40,2017,rushdiv,0
40,2018,rushdiv,1
41,2012,rushdiv,1
41,2013,rushdiv,0
41,2014,rushdiv,1
41,2016,rushdiv,1
41,2017,rushdiv,0
41,2018,rushdiv,4
42,2012,rushdiv,0
42,2013,rushdiv,0
42,2014,rushdiv,0
42,2016,rushdiv,0
42,2017,rushdiv,0
42,2018,rushdiv,0
43,2012,rushdiv,1
43,2013,rushdiv,0
43,2014,rushdiv,0
43,2016,rushdiv,1
43,2017,rushdiv,0
43,2018,rushdiv,0
44,2012,rushdiv,1
44,2013,rushdiv,0
44,2014,rushdiv,0
44,2016,rushdiv,0
44,2017,rushdiv,0
44,2018,rushdiv,0
45,2012,rushdiv,1
45,2013,rushdiv,0
45,2014,rushdiv,1
45,2016,rushdiv,0
45,2017,rushdiv,0
45,2018,rushdiv,1
46,2012,rushdiv,0
46,2013,rushdiv,0
46,2014,rushdiv,0
46,2016,rushdiv,1
46,2017,rushdiv,0
46,2018,rushdiv,1
47,2012,rushdiv,1
47,2013,rushdiv,0
47,2014,rushdiv,1
47,2016,rushdiv,0
47,2017,rushdiv,0
47,2018,rushdiv,0
48,2012,rushdiv,0
48,2013,rushdiv,0
48,2014,rushdiv,0
48,2016,rushdiv,0
48,2017,rushdiv,0
48,2018,rushdiv,0
49,2012,rushdiv,1
49,2013,rushdiv,0
49,2014,rushdiv,1
49,2016,rushdiv,0
49,2017,rushdiv,0
49,2018,rushdiv,0
50,2012,rushdiv,0
50,2013,rushdiv,0
50,2014,rushdiv,1
50,2016,rushdiv,0
50,2017,rushdiv,0
50,2018,rushdiv,1
51,2012,rushdiv,1
51,2013,rushdiv,0
51,2014,rushdiv,1
51,2016,rushdiv,0
51,2017,rushdiv,0
51,2018,rushdiv,1
52,2012,rushdiv,1
52,2013,rushdiv,0
52,2014,rushdiv,1
52,2016,rushdiv,1
52,2017,rushdiv,0
52,2018,rushdiv,1
53,2012,rushdiv,1
53,2013,rushdiv,0
53,2014,rushdiv,1
53,2016,rushdiv,0
53,2017,rushdiv,0
53,2018,rushdiv,1
55,2012,rushdiv,1
55,2013,rushdiv,0
55,2014,rushdiv,1
55,2016,rushdiv,1
55,2017,rushdiv,0
55,2018,rushdiv,1
56,2012,rushdiv,1
56,2013,rushdiv,0
56,2014,rushdiv,1
56,2016,rushdiv,1
56,2017,rushdiv,0
56,2018,rushdiv,1
57,2012,rushdiv,1
57,2013,rushdiv,0
57,2014,rushdiv,1
57,2016,rushdiv,1
57,2017,rushdiv,0
57,2018,rushdiv,1
59,2012,rushdiv,1
59,2013,rushdiv,0
59,2014,rushdiv,1
59,2016,rushdiv,1
59,2017,rushdiv,0
59,2018,rushdiv,5
60,2012,rushdiv,1
60,2013,rushdiv,0
60,2014,rushdiv,1
60,2016,rushdiv,1
60,2017,rushdiv,0
60,2018,rushdiv,1
61,2012,rushdiv,1
61,2013,rushdiv,0
61,2014,rushdiv,1
61,2016,rushdiv,1
61,2017,rushdiv,0
61,2018,rushdiv,1
62,2012,rushdiv,1
62,2013,rushdiv,0
62,2014,rushdiv,1
62,2016,rushdiv,0
62,2017,rushdiv,0
62,2018,rushdiv,0
63,2012,rushdiv,0
63,2013,rushdiv,0
63,2014,rushdiv,0
63,2016,rushdiv,1
63,2017,rushdiv,0
63,2018,rushdiv,0
64,2012,rushdiv,1
64,2013,rushdiv,0
64,2014,rushdiv,1
64,2016,rushdiv,0
64,2017,rushdiv,0
64,2018,rushdiv,1
65,2012,rushdiv,1
65,2013,rushdiv,0
65,2014,rushdiv,1
65,2016,rushdiv,1
65,2017,rushdiv,0
65,2018,rushdiv,2
66,2012,rushdiv,0
66,2013,rushdiv,0
66,2014,rushdiv,1
66,2016,rushdiv,1
66,2017,rushdiv,0
66,2018,rushdiv,1
67,2012,rushdiv,0
67,2013,rushdiv,0
67,2014,rushdiv,0
67,2016,rushdiv,0
67,2017,rushdiv,0
67,2018,rushdiv,0
68,2012,rushdiv,0
68,2013,rushdiv,0
68,2014,rushdiv,1
68,2016,rushdiv,2
68,2017,rushdiv,0
68,2018,rushdiv,1
12a,2012,rushdiv,1
12a,2013,rushdiv,0
12a,2014,rushdiv,0
12a,2016,rushdiv,1
12a,2017,rushdiv,0
12a,2018,rushdiv,2
12b,2012,rushdiv,1
12b,2013,rushdiv,0
12b,2014,rushdiv,1
12b,2016,rushdiv,1
12b,2017,rushdiv,0
12b,2018,rushdiv,2
16a,2012,rushdiv,1
16a,2013,rushdiv,0
16a,2014,rushdiv,0
16a,2016,rushdiv,0
16a,2017,rushdiv,0
16a,2018,rushdiv,1
16b,2012,rushdiv,1
16b,2013,rushdiv,0
16b,2014,rushdiv,1
16b,2016,rushdiv,1
16b,2017,rushdiv,0
16b,2018,rushdiv,1
2a,2012,rushdiv,1
2a,2013,rushdiv,0
2a,2014,rushdiv,1
2a,2016,rushdiv,0
2a,2017,rushdiv,0
2a,2018,rushdiv,1
2b,2012,rushdiv,1
2b,2013,rushdiv,0
2b,2014,rushdiv,1
2b,2017,rushdiv,0
2b,2018,rushdiv,3
30a,2012,rushdiv,1
30a,2013,rushdiv,0
30a,2014,rushdiv,1
30a,2016,rushdiv,1
30a,2017,rushdiv,0
30a,2018,rushdiv,0
30b,2012,rushdiv,1
30b,2013,rushdiv,0
30b,2014,rushdiv,1
30b,2016,rushdiv,1
30b,2017,rushdiv,0
30b,2018,rushdiv,0
37a,2012,rushdiv,1
37a,2013,rushdiv,1
37a,2014,rushdiv,1
37a,2016,rushdiv,1
37a,2017,rushdiv,0
37a,2018,rushdiv,2
37b,2012,rushdiv,1
37b,2013,rushdiv,0
37b,2014,rushdiv,1
37b,2016,rushdiv,1
37b,2017,rushdiv,0
37b,2018,rushdiv,1
38a,2012,rushdiv,1
38a,2013,rushdiv,0
38a,2014,rushdiv,1
38a,2016,rushdiv,0
38a,2017,rushdiv,0
38a,2018,rushdiv,4
38b,2012,rushdiv,0
38b,2013,rushdiv,0
38b,2017,rushdiv,0
38b,2018,rushdiv,0
39a,2012,rushdiv,1
39a,2013,rushdiv,0
39a,2014,rushdiv,1
39a,2016,rushdiv,0
39a,2017,rushdiv,0
39a,2018,rushdiv,0
39b,2012,rushdiv,1
39b,2013,rushdiv,0
39b,2014,rushdiv,1
39b,2016,rushdiv,1
39b,2017,rushdiv,0
39b,2018,rushdiv,2
58a,2012,rushdiv,1
58a,2013,rushdiv,0
58a,2014,rushdiv,1
58a,2016,rushdiv,0
58a,2017,rushdiv,0
58a,2018,rushdiv,2
58b,2012,rushdiv,1
58b,2013,rushdiv,0
58b,2014,rushdiv,1
58b,2017,rushdiv,0
58b,2018,rushdiv,0
6a,2012,rushdiv,1
6a,2013,rushdiv,0
6a,2014,rushdiv,1
6a,2016,rushdiv,0
6a,2017,rushdiv,0
6a,2018,rushdiv,2
6b,2012,rushdiv,1
6b,2013,rushdiv,0
6b,2014,rushdiv,1
6b,2016,rushdiv,1
6b,2017,rushdiv,0
6b,2018,rushdiv,2
1,2012,totaldiv,33
1,2013,totaldiv,31
1,2014,totaldiv,29
1,2017,totaldiv,56
1,2018,totaldiv,52
3,2012,totaldiv,25
3,2013,totaldiv,29
3,2014,totaldiv,32
3,2016,totaldiv,46
3,2017,totaldiv,46
3,2018,totaldiv,59
4,2012,totaldiv,28
4,2013,totaldiv,23
4,2014,totaldiv,30
4,2016,totaldiv,26
4,2017,totaldiv,26
4,2018,totaldiv,39
5,2012,totaldiv,34
5,2013,totaldiv,28
5,2014,totaldiv,39
5,2016,totaldiv,51
5,2017,totaldiv,50
5,2018,totaldiv,54
7,2012,totaldiv,23
7,2013,totaldiv,31
7,2014,totaldiv,21
7,2016,totaldiv,45
7,2017,totaldiv,47
7,2018,totaldiv,59
8,2012,totaldiv,22
8,2013,totaldiv,34
8,2014,totaldiv,29
8,2016,totaldiv,45
8,2017,totaldiv,42
8,2018,totaldiv,55
9,2012,totaldiv,23
9,2013,totaldiv,37
9,2014,totaldiv,30
9,2016,totaldiv,43
9,2017,totaldiv,33
9,2018,totaldiv,28
10,2012,totaldiv,26
10,2013,totaldiv,25
10,2014,totaldiv,27
10,2016,totaldiv,46
10,2017,totaldiv,55
10,2018,totaldiv,50
11,2012,totaldiv,25
11,2013,totaldiv,26
11,2014,totaldiv,26
11,2016,totaldiv,37
11,2017,totaldiv,41
11,2018,totaldiv,31
14,2012,totaldiv,31
14,2013,totaldiv,34
14,2014,totaldiv,40
14,2016,totaldiv,41
14,2017,totaldiv,39
14,2018,totaldiv,41
15,2012,totaldiv,30
15,2013,totaldiv,34
15,2014,totaldiv,30
15,2016,totaldiv,35
15,2017,totaldiv,36
15,2018,totaldiv,42
17,2012,totaldiv,29
17,2013,totaldiv,33
17,2014,totaldiv,23
17,2016,totaldiv,44
17,2017,totaldiv,36
17,2018,totaldiv,29
18,2012,totaldiv,32
18,2013,totaldiv,33
18,2014,totaldiv,24
18,2016,totaldiv,43
18,2017,totaldiv,31
18,2018,totaldiv,38
19,2012,totaldiv,31
19,2013,totaldiv,27
19,2014,totaldiv,32
19,2016,totaldiv,33
19,2017,totaldiv,30
19,2018,totaldiv,47
20,2012,totaldiv,23
20,2013,totaldiv,19
20,2014,totaldiv,26
20,2016,totaldiv,31
20,2017,totaldiv,48
20,2018,totaldiv,49
21,2012,totaldiv,36
21,2013,totaldiv,24
21,2014,totaldiv,44
21,2016,totaldiv,48
21,2017,totaldiv,49
21,2018,totaldiv,71
22,2012,totaldiv,32
22,2013,totaldiv,29
22,2014,totaldiv,44
22,2016,totaldiv,45
22,2017,totaldiv,42
22,2018,totaldiv,52
23,2012,totaldiv,30
23,2013,totaldiv,17
23,2014,totaldiv,35
23,2016,totaldiv,31
23,2017,totaldiv,41
23,2018,totaldiv,32
24,2013,totaldiv,29
24,2014,totaldiv,37
24,2016,totaldiv,25
24,2017,totaldiv,36
24,2018,totaldiv,31
25,2012,totaldiv,35
25,2013,totaldiv,29
25,2014,totaldiv,28
25,2016,totaldiv,60
25,2017,totaldiv,42
25,2018,totaldiv,44
26,2012,totaldiv,37
26,2013,totaldiv,41
26,2014,totaldiv,47
26,2016,totaldiv,46
26,2017,totaldiv,48
26,2018,totaldiv,64
27,2012,totaldiv,29
27,2013,totaldiv,29
27,2014,totaldiv,54
27,2016,totaldiv,42
27,2017,totaldiv,49
27,2018,totaldiv,73
28,2012,totaldiv,31
28,2013,totaldiv,33
28,2014,totaldiv,46
28,2016,totaldiv,45
28,2017,totaldiv,50
28,2018,totaldiv,64
29,2012,totaldiv,30
29,2013,totaldiv,33
29,2014,totaldiv,33
29,2016,totaldiv,42
29,2017,totaldiv,41
29,2018,totaldiv,42
31,2012,totaldiv,33
31,2013,totaldiv,32
31,2014,totaldiv,44
31,2016,totaldiv,61
31,2017,totaldiv,46
31,2018,totaldiv,52
32,2012,totaldiv,38
32,2013,totaldiv,34
32,2014,totaldiv,45
32,2016,totaldiv,53
32,2017,totaldiv,41
32,2018,totaldiv,58
33,2012,totaldiv,32
33,2013,totaldiv,27
33,2014,totaldiv,45
33,2016,totaldiv,48
33,2017,totaldiv,52
33,2018,totaldiv,60
34,2012,totaldiv,38
34,2013,totaldiv,41
34,2014,totaldiv,43
34,2016,totaldiv,55
34,2017,totaldiv,71
34,2018,totaldiv,74
35,2012,totaldiv,34
35,2013,totaldiv,31
35,2014,totaldiv,38
35,2016,totaldiv,56
35,2017,totaldiv,49
35,2018,totaldiv,77
36,2012,totaldiv,30
36,2013,totaldiv,26
36,2014,totaldiv,27
36,2016,totaldiv,46
36,2017,totaldiv,32
36,2018,totaldiv,50
40,2012,totaldiv,39
40,2013,totaldiv,28
40,2014,totaldiv,67
40,2016,totaldiv,70
40,2017,totaldiv,49
40,2018,totaldiv,34
41,2012,totaldiv,32
41,2013,totaldiv,31
41,2014,totaldiv,50
41,2016,totaldiv,83
41,2017,totaldiv,63
41,2018,totaldiv,52
42,2012,totaldiv,29
42,2013,totaldiv,29
42,2014,totaldiv,39
42,2016,totaldiv,50
42,2017,totaldiv,96
42,2018,totaldiv,45
43,2012,totaldiv,31
43,2013,totaldiv,28
43,2014,totaldiv,31
43,2016,totaldiv,48
43,2017,totaldiv,41
43,2018,totaldiv,45
44,2012,totaldiv,27
44,2013,totaldiv,25
44,2014,totaldiv,36
44,2016,totaldiv,36
44,2017,totaldiv,41
44,2018,totaldiv,39
45,2012,totaldiv,29
45,2013,totaldiv,25
45,2014,totaldiv,40
45,2016,totaldiv,44
45,2017,totaldiv,37
45,2018,totaldiv,67
46,2012,totaldiv,26
46,2013,totaldiv,26
46,2014,totaldiv,30
46,2016,totaldiv,42
46,2017,totaldiv,26
46,2018,totaldiv,45
47,2012,totaldiv,28
47,2013,totaldiv,27
47,2014,totaldiv,32
47,2016,totaldiv,48
47,2017,totaldiv,43
47,2018,totaldiv,34
48,2012,totaldiv,22
48,2013,totaldiv,23
48,2014,totaldiv,30
48,2016,totaldiv,36
48,2017,totaldiv,24
48,2018,totaldiv,40
49,2012,totaldiv,34
49,2013,totaldiv,29
49,2014,totaldiv,33
49,2016,totaldiv,45
49,2017,totaldiv,41
49,2018,totaldiv,37
50,2012,totaldiv,24
50,2013,totaldiv,26
50,2014,totaldiv,31
50,2016,totaldiv,42
50,2017,totaldiv,38
50,2018,totaldiv,44
51,2012,totaldiv,29
51,2013,totaldiv,24
51,2014,totaldiv,29
51,2016,totaldiv,57
51,2017,totaldiv,46
51,2018,totaldiv,48
52,2012,totaldiv,31
52,2013,totaldiv,33
52,2014,totaldiv,42
52,2016,totaldiv,43
52,2017,totaldiv,41
52,2018,totaldiv,54
53,2012,totaldiv,30
53,2013,totaldiv,28
53,2014,totaldiv,33
53,2016,totaldiv,36
53,2017,totaldiv,38
53,2018,totaldiv,43
55,2012,totaldiv,24
55,2013,totaldiv,23
55,2014,totaldiv,32
55,2016,totaldiv,39
55,2017,totaldiv,27
55,2018,totaldiv,21
56,2012,totaldiv,31
56,2013,totaldiv,35
56,2014,totaldiv,35
56,2016,totaldiv,45
56,2017,totaldiv,34
56,2018,totaldiv,42
57,2012,totaldiv,30
57,2013,totaldiv,31
57,2014,totaldiv,36
57,2016,totaldiv,51
57,2017,totaldiv,47
57,2018,totaldiv,66
59,2012,totaldiv,27
59,2013,totaldiv,26
59,2014,totaldiv,43
59,2016,totaldiv,39
59,2017,totaldiv,46
59,2018,totaldiv,72
60,2012,totaldiv,27
60,2013,totaldiv,21
60,2014,totaldiv,31
60,2016,totaldiv,34
60,2017,totaldiv,55
60,2018,totaldiv,52
61,2012,totaldiv,31
61,2013,totaldiv,22
61,2014,totaldiv,41
61,2016,totaldiv,40
61,2017,totaldiv,43
61,2018,totaldiv,56
62,2012,totaldiv,30
62,2013,totaldiv,26
62,2014,totaldiv,42
62,2016,totaldiv,51
62,2017,totaldiv,33
62,2018,totaldiv,42
63,2012,totaldiv,26
63,2013,totaldiv,26
63,2014,totaldiv,43
63,2016,totaldiv,43
63,2017,totaldiv,41
63,2018,totaldiv,43
64,2012,totaldiv,30
64,2013,totaldiv,29
64,2014,totaldiv,34
64,2016,totaldiv,48
64,2017,totaldiv,49
64,2018,totaldiv,87
65,2012,totaldiv,29
65,2013,totaldiv,21
65,2014,totaldiv,41
65,2016,totaldiv,63
65,2017,totaldiv,40
65,2018,totaldiv,63
66,2012,totaldiv,34
66,2013,totaldiv,24
66,2014,totaldiv,53
66,2016,totaldiv,71
66,2017,totaldiv,56
66,2018,totaldiv,61
67,2012,totaldiv,26
67,2013,totaldiv,30
67,2014,totaldiv,34
67,2016,totaldiv,55
67,2017,totaldiv,43
67,2018,totaldiv,59
68,2012,totaldiv,28
68,2013,totaldiv,27
68,2014,totaldiv,66
68,2016,totaldiv,91
68,2017,totaldiv,66
68,2018,totaldiv,91
12a,2012,totaldiv,30
12a,2013,totaldiv,29
12a,2014,totaldiv,22
12a,2016,totaldiv,57
12a,2017,totaldiv,36
12a,2018,totaldiv,53
12b,2012,totaldiv,31
12b,2013,totaldiv,33
12b,2014,totaldiv,27
12b,2016,totaldiv,61
12b,2017,totaldiv,53
12b,2018,totaldiv,61
16a,2012,totaldiv,32
16a,2013,totaldiv,34
16a,2014,totaldiv,19
16a,2016,totaldiv,57
16a,2017,totaldiv,41
16a,2018,totaldiv,46
16b,2012,totaldiv,33
16b,2013,totaldiv,26
16b,2014,totaldiv,43
16b,2016,totaldiv,52
16b,2017,totaldiv,45
16b,2018,totaldiv,47
2a,2012,totaldiv,34
2a,2013,totaldiv,30
2a,2014,totaldiv,31
2a,2016,totaldiv,43
2a,2017,totaldiv,61
2a,2018,totaldiv,54
2b,2012,totaldiv,22
2b,2013,totaldiv,28
2b,2014,totaldiv,22
2b,2017,totaldiv,23
2b,2018,totaldiv,30
30a,2012,totaldiv,34
30a,2013,totaldiv,28
30a,2014,totaldiv,42
30a,2016,totaldiv,55
30a,2017,totaldiv,57
30a,2018,totaldiv,49
30b,2012,totaldiv,31
30b,2013,totaldiv,25
30b,2014,totaldiv,39
30b,2016,totaldiv,39
30b,2017,totaldiv,31
30b,2018,totaldiv,48
37a,2012,totaldiv,28
37a,2013,totaldiv,37
37a,2014,totaldiv,27
37a,2016,totaldiv,44
37a,2017,totaldiv,35
37a,2018,totaldiv,42
37b,2012,totaldiv,25
37b,2013,totaldiv,19
37b,2014,totaldiv,20
37b,2016,totaldiv,33
37b,2017,totaldiv,35
37b,2018,totaldiv,29
38a,2012,totaldiv,28
38a,2013,totaldiv,32
