field,Start.Date,End.Date,Herd,n,days,season,Pasture
64,2024-03-14T20:22:00Z,2024-03-24T20:24:00Z,Wethers,5.246112,10.0013888888889,Growing,64
64,2024-03-14T20:22:00Z,2024-03-24T20:24:00Z,Does,3.1114699999999997,10.0013888888889,Growing,64
65,2024-03-06T21:30:00Z,2024-03-07T22:03:00Z,Cows,47.51792,1.02291666666667,Growing,65
65,2024-03-06T21:30:00Z,2024-03-07T22:03:00Z,Non-Breeding Cattle,13.048248,1.02291666666667,Growing,65
65,2024-03-06T21:30:00Z,2024-03-07T22:03:00Z,k,6.988036,1.02291666666667,Growing,65
66,2024-03-07T22:03:00Z,2024-03-08T19:59:00Z,Cows,47.537703,0.913888888888889,Growing,66
66,2024-03-07T22:03:00Z,2024-03-08T19:59:00Z,Non-Breeding Cattle,13.061452,0.913888888888889,Growing,66
66,2024-03-07T22:03:00Z,2024-03-08T19:59:00Z,k,6.99519,0.913888888888889,Growing,66
67,2024-03-08T19:59:00Z,2024-03-10T00:05:00Z,k,7.002344,1.17083333333333,Growing,67
67,2024-03-08T19:59:00Z,2024-03-10T00:05:00Z,Cows,47.56032,1.17083333333333,Growing,67
67,2024-03-08T19:59:00Z,2024-03-10T00:05:00Z,Non-Breeding Cattle,13.074656999999998,1.17083333333333,Growing,67
68,2024-03-10T00:05:00Z,2024-03-10T20:06:00Z,Cows,47.5801,0.834027777777778,Growing,68
68,2024-03-10T00:05:00Z,2024-03-10T20:06:00Z,Non-Breeding Cattle,13.087862,0.834027777777778,Growing,68
68,2024-03-10T00:05:00Z,2024-03-10T20:06:00Z,k,7.009498,0.834027777777778,Growing,68
6A,2024-03-22T17:43:00Z,2024-03-23T18:30:00Z,Cows,32.65228,1.03263888888889,Growing,6A
6A,2024-04-10T21:14:00Z,2024-04-12T20:00:00Z,Cows,31.923236,1.94861111111111,Growing,6A
6B,2024-03-21T19:30:00Z,2024-03-22T17:43:00Z,Cows,32.52564,0.925694444444444,Growing,6B
7,2024-03-19T19:00:00Z,2024-03-20T17:45:00Z,Cows,41.143046999999996,0.947916666666667,Growing,7
7,2024-03-20T20:45:00Z,2024-03-21T19:30:00Z,Cows,39.747855,0.947916666666667,Growing,7
8,2024-03-28T02:32:00Z,2024-03-29T00:14:00Z,Cows,33.28548,0.904166666666667,Growing,8
9,2024-03-20T17:45:00Z,2024-03-20T20:45:00Z,Cows,41.24731,0.125,Growing,9
9,2024-03-31T18:17:00Z,2024-04-02T20:28:00Z,Cows,33.91868,2.09097222222222,Growing,9
